,Time,True_type,Predicted_type,True_zone,Predicted_zone,Depth
0,1,tuna,None,1,0,10
1,1,tuna,None,1,0,10
2,1,tuna,None,4,0,10
3,1,tuna,None,1,0,10
4,1,tuna,None,3,0,10
5,1,tuna,None,3,0,10
6,1,tuna,None,2,0,10
7,1,tuna,None,1,0,10
8,1,tuna,None,1,0,10
9,1,tuna,None,4,0,10
10,1,tuna,None,1,0,10
11,1,tuna,None,4,0,10
12,1,tuna,None,3,0,10
13,1,tuna,None,3,0,10
14,1,tuna,None,1,0,10
15,1,tuna,None,3,0,10
16,1,tuna,None,3,0,10
17,1,tuna,None,3,0,10
18,1,tuna,None,2,0,10
19,1,tuna,None,1,0,10
20,1,tuna,None,4,0,10
21,1,tuna,None,3,0,10
22,1,tuna,None,3,0,10
23,1,tuna,None,1,0,10
24,1,tuna,None,1,0,10
25,1,tuna,None,4,0,10
26,1,tuna,None,4,0,10
27,1,tuna,None,3,0,10
28,1,tuna,None,3,0,10
29,1,tuna,None,3,0,10
30,1,tuna,None,1,0,10
31,1,tuna,None,3,0,10
32,1,tuna,None,2,0,10
33,1,tuna,None,4,0,10
34,1,tuna,None,1,0,10
35,1,tuna,None,3,0,10
36,1,tuna,None,1,0,10
37,1,tuna,None,1,0,10
38,1,tuna,None,3,0,10
39,1,tuna,None,1,0,10
40,1,salmon,None,1,0,20
41,1,salmon,None,2,0,20
42,1,salmon,None,2,0,20
43,1,salmon,None,1,0,20
44,1,salmon,None,4,0,20
45,1,salmon,None,1,0,20
46,1,salmon,None,3,0,20
47,1,salmon,None,1,0,20
48,1,salmon,None,2,0,20
49,1,salmon,None,1,0,20
50,1,salmon,None,3,0,20
51,1,salmon,None,1,0,20
52,1,salmon,None,4,0,20
53,1,salmon,None,4,0,20
54,1,salmon,None,3,0,20
55,1,salmon,None,1,0,20
56,1,salmon,None,1,0,20
57,1,salmon,None,2,0,20
58,1,salmon,None,1,0,20
59,1,salmon,None,1,0,20
60,1,salmon,None,4,0,20
61,1,salmon,None,1,0,20
62,1,salmon,None,3,0,20
63,1,salmon,None,2,0,20
64,1,salmon,None,1,0,20
65,1,salmon,None,3,0,20
66,1,salmon,None,2,0,20
67,1,salmon,None,4,0,20
68,1,salmon,None,4,0,20
69,1,salmon,None,3,0,20
70,1,salmon,None,2,0,20
71,1,salmon,None,2,0,20
72,1,salmon,None,4,0,20
73,1,salmon,None,2,0,20
74,1,salmon,None,3,0,20
75,1,salmon,None,4,0,20
76,1,salmon,None,2,0,20
77,1,salmon,None,2,0,20
78,1,salmon,None,3,0,20
79,1,salmon,None,4,0,20
80,1,clown,None,3,0,30
81,1,clown,None,3,0,30
82,1,clown,None,4,0,30
83,1,clown,None,3,0,30
84,1,clown,None,2,0,30
85,1,clown,None,4,0,30
86,1,clown,None,3,0,30
87,1,clown,None,2,0,30
88,1,clown,None,1,0,30
89,1,clown,None,2,0,30
90,2,tuna,tuna,1,0,10
91,2,tuna,None,1,0,10
92,2,tuna,None,4,0,10
93,2,tuna,None,1,0,10
94,2,tuna,None,3,0,10
95,2,tuna,None,3,0,10
96,2,tuna,None,2,0,10
97,2,tuna,None,1,0,10
98,2,tuna,None,1,0,10
99,2,tuna,None,4,0,10
100,2,tuna,None,1,0,10
101,2,tuna,None,4,0,10
102,2,tuna,None,3,0,10
103,2,tuna,None,3,0,10
104,2,tuna,None,1,0,10
105,2,tuna,None,3,0,10
106,2,tuna,None,3,0,10
107,2,tuna,None,3,0,10
108,2,tuna,None,2,0,10
109,2,tuna,None,1,0,10
110,2,tuna,None,4,0,10
111,2,tuna,None,3,0,10
112,2,tuna,None,3,0,10
113,2,tuna,None,1,0,10
114,2,tuna,None,1,0,10
115,2,tuna,None,4,0,10
116,2,tuna,None,4,0,10
117,2,tuna,None,3,0,10
118,2,tuna,None,3,0,10
119,2,tuna,None,3,0,10
120,2,tuna,None,1,0,10
121,2,tuna,None,3,0,10
122,2,tuna,None,2,0,10
123,2,tuna,None,4,0,10
124,2,tuna,None,1,0,10
125,2,tuna,None,3,0,10
126,2,tuna,None,1,0,10
127,2,tuna,None,1,0,10
128,2,tuna,tuna,3,0,10
129,2,tuna,None,1,0,10
130,2,salmon,None,1,0,20
131,2,salmon,None,2,0,20
132,2,salmon,None,2,0,20
133,2,salmon,None,1,0,20
134,2,salmon,None,4,0,20
135,2,salmon,None,1,0,20
136,2,salmon,None,3,0,20
137,2,salmon,None,1,0,20
138,2,salmon,None,2,0,20
139,2,salmon,None,1,0,20
140,2,salmon,None,3,0,20
141,2,salmon,None,1,0,20
142,2,salmon,None,4,0,20
143,2,salmon,None,4,0,20
144,2,salmon,None,3,0,20
145,2,salmon,None,1,0,20
146,2,salmon,None,1,0,20
147,2,salmon,None,2,0,20
148,2,salmon,None,1,0,20
149,2,salmon,None,1,0,20
150,2,salmon,None,4,0,20
151,2,salmon,salmon,1,4,20
152,2,salmon,None,3,0,20
153,2,salmon,None,2,0,20
154,2,salmon,None,1,0,20
155,2,salmon,None,3,0,20
156,2,salmon,None,2,0,20
157,2,salmon,None,4,0,20
158,2,salmon,None,4,0,20
159,2,salmon,None,3,0,20
160,2,salmon,None,2,0,20
161,2,salmon,None,2,0,20
162,2,salmon,None,4,0,20
163,2,salmon,None,2,0,20
164,2,salmon,None,3,0,20
165,2,salmon,None,4,0,20
166,2,salmon,None,2,0,20
167,2,salmon,None,2,0,20
168,2,salmon,None,3,0,20
169,2,salmon,None,4,0,20
170,2,clown,None,3,0,30
171,2,clown,clown,3,0,30
172,2,clown,None,4,0,30
173,2,clown,None,3,0,30
174,2,clown,None,2,0,30
175,2,clown,None,4,0,30
176,2,clown,None,3,0,30
177,2,clown,None,2,0,30
178,2,clown,None,1,0,30
179,2,clown,None,2,0,30
180,3,tuna,tuna,1,0,10
181,3,tuna,None,1,0,10
182,3,tuna,None,4,0,10
183,3,tuna,None,1,0,10
184,3,tuna,None,3,0,10
185,3,tuna,None,3,0,10
186,3,tuna,None,2,0,10
187,3,tuna,None,1,0,10
188,3,tuna,None,1,0,10
189,3,tuna,None,4,0,10
190,3,tuna,None,1,0,10
191,3,tuna,None,4,0,10
192,3,tuna,None,3,0,10
193,3,tuna,None,3,0,10
194,3,tuna,None,1,0,10
195,3,tuna,None,3,0,10
196,3,tuna,None,3,0,10
197,3,tuna,None,3,0,10
198,3,tuna,None,2,0,10
199,3,tuna,None,1,0,10
200,3,tuna,None,4,0,10
201,3,tuna,None,3,0,10
202,3,tuna,None,3,0,10
203,3,tuna,None,1,0,10
204,3,tuna,None,1,0,10
205,3,tuna,None,4,0,10
206,3,tuna,None,4,0,10
207,3,tuna,None,3,0,10
208,3,tuna,None,3,0,10
209,3,tuna,None,3,0,10
210,3,tuna,None,1,0,10
211,3,tuna,None,3,0,10
212,3,tuna,None,2,0,10
213,3,tuna,None,4,0,10
214,3,tuna,None,1,0,10
215,3,tuna,None,3,0,10
216,3,tuna,None,1,0,10
217,3,tuna,None,1,0,10
218,3,tuna,tuna,3,0,10
219,3,tuna,None,1,0,10
220,3,salmon,None,1,0,20
221,3,salmon,None,2,0,20
222,3,salmon,None,2,0,20
223,3,salmon,None,1,0,20
224,3,salmon,None,4,0,20
225,3,salmon,None,1,0,20
226,3,salmon,None,3,0,20
227,3,salmon,None,1,0,20
228,3,salmon,None,2,0,20
229,3,salmon,None,1,0,20
230,3,salmon,None,3,0,20
231,3,salmon,None,1,0,20
232,3,salmon,None,4,0,20
233,3,salmon,None,4,0,20
234,3,salmon,None,3,0,20
235,3,salmon,None,1,0,20
236,3,salmon,None,1,0,20
237,3,salmon,None,2,0,20
238,3,salmon,None,1,0,20
239,3,salmon,None,1,0,20
240,3,salmon,None,4,0,20
241,3,salmon,salmon,1,4,20
242,3,salmon,None,3,0,20
243,3,salmon,None,2,0,20
244,3,salmon,None,1,0,20
245,3,salmon,None,3,0,20
246,3,salmon,None,2,0,20
247,3,salmon,None,4,0,20
248,3,salmon,None,4,0,20
249,3,salmon,None,3,0,20
250,3,salmon,None,2,0,20
251,3,salmon,None,2,0,20
252,3,salmon,None,4,0,20
253,3,salmon,None,2,0,20
254,3,salmon,None,3,0,20
255,3,salmon,None,4,0,20
256,3,salmon,None,2,0,20
257,3,salmon,None,2,0,20
258,3,salmon,None,3,0,20
259,3,salmon,None,4,0,20
260,3,clown,None,3,0,30
261,3,clown,clown,3,0,30
262,3,clown,None,4,0,30
263,3,clown,None,3,0,30
264,3,clown,None,2,0,30
265,3,clown,None,4,0,30
266,3,clown,None,3,0,30
267,3,clown,None,2,0,30
268,3,clown,None,1,0,30
269,3,clown,None,2,0,30
270,4,tuna,tuna,1,0,10
271,4,tuna,None,1,0,10
272,4,tuna,None,4,0,10
273,4,tuna,None,1,0,10
274,4,tuna,None,3,0,10
275,4,tuna,None,3,0,10
276,4,tuna,None,2,0,10
277,4,tuna,None,1,0,10
278,4,tuna,None,1,0,10
279,4,tuna,tuna,4,1,10
280,4,tuna,None,1,0,10
281,4,tuna,None,4,0,10
282,4,tuna,None,3,0,10
283,4,tuna,None,3,0,10
284,4,tuna,None,1,0,10
285,4,tuna,None,3,0,10
286,4,tuna,None,3,0,10
287,4,tuna,None,3,0,10
288,4,tuna,None,2,0,10
289,4,tuna,None,1,0,10
290,4,tuna,None,4,0,10
291,4,tuna,None,3,0,10
292,4,tuna,None,3,0,10
293,4,tuna,None,1,0,10
294,4,tuna,None,1,0,10
295,4,tuna,None,4,0,10
296,4,tuna,None,4,0,10
297,4,tuna,None,3,0,10
298,4,tuna,None,3,0,10
299,4,tuna,None,3,0,10
300,4,tuna,None,1,0,10
301,4,tuna,None,3,0,10
302,4,tuna,None,2,0,10
303,4,tuna,None,4,0,10
304,4,tuna,None,1,0,10
305,4,tuna,None,3,0,10
306,4,tuna,None,1,0,10
307,4,tuna,None,1,0,10
308,4,tuna,tuna,3,0,10
309,4,tuna,None,1,0,10
310,4,salmon,None,1,0,20
311,4,salmon,None,2,0,20
312,4,salmon,None,2,0,20
313,4,salmon,None,1,0,20
314,4,salmon,None,4,0,20
315,4,salmon,None,1,0,20
316,4,salmon,None,3,0,20
317,4,salmon,None,1,0,20
318,4,salmon,None,2,0,20
319,4,salmon,None,1,0,20
320,4,salmon,None,3,0,20
321,4,salmon,None,1,0,20
322,4,salmon,None,4,0,20
323,4,salmon,None,4,0,20
324,4,salmon,None,3,0,20
325,4,salmon,None,1,0,20
326,4,salmon,None,1,0,20
327,4,salmon,None,2,0,20
328,4,salmon,None,1,0,20
329,4,salmon,None,1,0,20
330,4,salmon,None,4,0,20
331,4,salmon,salmon,4,4,20
332,4,salmon,None,3,0,20
333,4,salmon,None,2,0,20
334,4,salmon,None,4,0,20
335,4,salmon,None,3,0,20
336,4,salmon,None,2,0,20
337,4,salmon,None,4,0,20
338,4,salmon,None,4,0,20
339,4,salmon,None,3,0,20
340,4,salmon,None,2,0,20
341,4,salmon,None,2,0,20
342,4,salmon,None,4,0,20
343,4,salmon,None,2,0,20
344,4,salmon,None,3,0,20
345,4,salmon,None,4,0,20
346,4,salmon,None,2,0,20
347,4,salmon,None,2,0,20
348,4,salmon,None,3,0,20
349,4,salmon,None,4,0,20
350,4,clown,None,3,0,30
351,4,clown,clown,3,0,30
352,4,clown,None,4,0,30
353,4,clown,None,3,0,30
354,4,clown,None,2,0,30
355,4,clown,None,4,0,30
356,4,clown,None,3,0,30
357,4,clown,None,2,0,30
358,4,clown,None,1,0,30
359,4,clown,None,2,0,30
360,5,tuna,tuna,1,0,10
361,5,tuna,None,1,0,10
362,5,tuna,None,4,0,10
363,5,tuna,None,1,0,10
364,5,tuna,None,3,0,10
365,5,tuna,None,3,0,10
366,5,tuna,None,2,0,10
367,5,tuna,None,1,0,10
368,5,tuna,None,1,0,10
369,5,tuna,tuna,4,1,10
370,5,tuna,None,1,0,10
371,5,tuna,None,4,0,10
372,5,tuna,None,3,0,10
373,5,tuna,None,3,0,10
374,5,tuna,None,1,0,10
375,5,tuna,None,3,0,10
376,5,tuna,None,3,0,10
377,5,tuna,None,3,0,10
378,5,tuna,None,2,0,10
379,5,tuna,None,1,0,10
380,5,tuna,None,4,0,10
381,5,tuna,None,3,0,10
382,5,tuna,None,3,0,10
383,5,tuna,None,1,0,10
384,5,tuna,None,1,0,10
385,5,tuna,None,4,0,10
386,5,tuna,None,4,0,10
387,5,tuna,None,3,0,10
388,5,tuna,None,3,0,10
389,5,tuna,None,3,0,10
390,5,tuna,None,1,0,10
391,5,tuna,None,3,0,10
392,5,tuna,None,2,0,10
393,5,tuna,None,4,0,10
394,5,tuna,None,1,0,10
395,5,tuna,None,3,0,10
396,5,tuna,None,1,0,10
397,5,tuna,None,1,0,10
398,5,tuna,tuna,3,0,10
399,5,tuna,None,1,0,10
400,5,salmon,None,2,0,20
401,5,salmon,None,2,0,20
402,5,salmon,None,2,0,20
403,5,salmon,None,1,0,20
404,5,salmon,None,4,0,20
405,5,salmon,None,1,0,20
406,5,salmon,None,3,0,20
407,5,salmon,None,1,0,20
408,5,salmon,None,2,0,20
409,5,salmon,None,1,0,20
410,5,salmon,None,3,0,20
411,5,salmon,None,1,0,20
412,5,salmon,None,4,0,20
413,5,salmon,None,4,0,20
414,5,salmon,None,3,0,20
415,5,salmon,None,1,0,20
416,5,salmon,None,1,0,20
417,5,salmon,None,2,0,20
418,5,salmon,None,1,0,20
419,5,salmon,None,1,0,20
420,5,salmon,None,4,0,20
421,5,salmon,salmon,4,4,20
422,5,salmon,salmon,3,2,20
423,5,salmon,None,2,0,20
424,5,salmon,salmon,4,4,20
425,5,salmon,None,3,0,20
426,5,salmon,None,2,0,20
427,5,salmon,None,4,0,20
428,5,salmon,None,4,0,20
429,5,salmon,None,3,0,20
430,5,salmon,None,2,0,20
431,5,salmon,None,2,0,20
432,5,salmon,None,4,0,20
433,5,salmon,None,2,0,20
434,5,salmon,None,3,0,20
435,5,salmon,None,4,0,20
436,5,salmon,None,2,0,20
437,5,salmon,None,2,0,20
438,5,salmon,None,3,0,20
439,5,salmon,None,4,0,20
440,5,clown,None,3,0,30
441,5,clown,clown,3,0,30
442,5,clown,None,4,0,30
443,5,clown,None,3,0,30
444,5,clown,None,2,0,30
445,5,clown,None,4,0,30
446,5,clown,None,3,0,30
447,5,clown,None,2,0,30
448,5,clown,None,1,0,30
449,5,clown,None,2,0,30
450,6,tuna,tuna,1,0,10
451,6,tuna,None,1,0,10
452,6,tuna,None,4,0,10
453,6,tuna,None,1,0,10
454,6,tuna,None,3,0,10
455,6,tuna,None,3,0,10
456,6,tuna,None,2,0,10
457,6,tuna,None,1,0,10
458,6,tuna,None,1,0,10
459,6,tuna,tuna,1,1,10
460,6,tuna,None,1,0,10
461,6,tuna,None,4,0,10
462,6,tuna,None,2,0,10
463,6,tuna,None,3,0,10
464,6,tuna,None,1,0,10
465,6,tuna,None,3,0,10
466,6,tuna,None,3,0,10
467,6,tuna,None,3,0,10
468,6,tuna,None,2,0,10
469,6,tuna,None,1,0,10
470,6,tuna,None,4,0,10
471,6,tuna,None,3,0,10
472,6,tuna,None,3,0,10
473,6,tuna,None,1,0,10
474,6,tuna,None,1,0,10
475,6,tuna,None,4,0,10
476,6,tuna,None,4,0,10
477,6,tuna,None,3,0,10
478,6,tuna,None,3,0,10
479,6,tuna,None,3,0,10
480,6,tuna,None,1,0,10
481,6,tuna,None,3,0,10
482,6,tuna,None,2,0,10
483,6,tuna,None,4,0,10
484,6,tuna,None,1,0,10
485,6,tuna,None,3,0,10
486,6,tuna,None,1,0,10
487,6,tuna,None,1,0,10
488,6,tuna,tuna,3,0,10
489,6,tuna,None,1,0,10
490,6,salmon,None,2,0,20
491,6,salmon,None,2,0,20
492,6,salmon,None,2,0,20
493,6,salmon,None,1,0,20
494,6,salmon,None,4,0,20
495,6,salmon,None,1,0,20
496,6,salmon,None,3,0,20
497,6,salmon,None,1,0,20
498,6,salmon,None,2,0,20
499,6,salmon,None,1,0,20
500,6,salmon,None,3,0,20
501,6,salmon,None,1,0,20
502,6,salmon,None,4,0,20
503,6,salmon,None,4,0,20
504,6,salmon,None,3,0,20
505,6,salmon,None,1,0,20
506,6,salmon,None,1,0,20
507,6,salmon,None,2,0,20
508,6,salmon,None,1,0,20
509,6,salmon,None,1,0,20
510,6,salmon,None,4,0,20
511,6,salmon,salmon,4,4,20
512,6,salmon,salmon,3,2,20
513,6,salmon,None,2,0,20
514,6,salmon,salmon,4,4,20
515,6,salmon,None,3,0,20
516,6,salmon,None,2,0,20
517,6,salmon,None,4,0,20
518,6,salmon,None,4,0,20
519,6,salmon,None,3,0,20
520,6,salmon,None,2,0,20
521,6,salmon,None,2,0,20
522,6,salmon,None,4,0,20
523,6,salmon,None,2,0,20
524,6,salmon,None,3,0,20
525,6,salmon,None,4,0,20
526,6,salmon,None,2,0,20
527,6,salmon,None,2,0,20
528,6,salmon,None,3,0,20
529,6,salmon,None,4,0,20
530,6,clown,None,3,0,30
531,6,clown,clown,3,0,30
532,6,clown,None,4,0,30
533,6,clown,None,3,0,30
534,6,clown,None,2,0,30
535,6,clown,None,4,0,30
536,6,clown,None,3,0,30
537,6,clown,None,2,0,30
538,6,clown,None,1,0,30
539,6,clown,None,2,0,30
540,7,tuna,tuna,1,0,10
541,7,tuna,None,1,0,10
542,7,tuna,None,4,0,10
543,7,tuna,None,1,0,10
544,7,tuna,None,3,0,10
545,7,tuna,None,3,0,10
546,7,tuna,None,2,0,10
547,7,tuna,None,1,0,10
548,7,tuna,None,1,0,10
549,7,tuna,tuna,1,1,10
550,7,tuna,None,1,0,10
551,7,tuna,None,4,0,10
552,7,tuna,None,2,0,10
553,7,tuna,None,3,0,10
554,7,tuna,None,1,0,10
555,7,tuna,None,3,0,10
556,7,tuna,None,3,0,10
557,7,tuna,None,3,0,10
558,7,tuna,None,2,0,10
559,7,tuna,None,1,0,10
560,7,tuna,None,4,0,10
561,7,tuna,None,3,0,10
562,7,tuna,None,3,0,10
563,7,tuna,None,1,0,10
564,7,tuna,None,1,0,10
565,7,tuna,None,4,0,10
566,7,tuna,None,4,0,10
567,7,tuna,None,3,0,10
568,7,tuna,None,3,0,10
569,7,tuna,None,3,0,10
570,7,tuna,None,1,0,10
571,7,tuna,None,3,0,10
572,7,tuna,None,2,0,10
573,7,tuna,None,4,0,10
574,7,tuna,None,1,0,10
575,7,tuna,None,3,0,10
576,7,tuna,None,1,0,10
577,7,tuna,None,1,0,10
578,7,tuna,tuna,3,0,10
579,7,tuna,None,1,0,10
580,7,salmon,None,2,0,20
581,7,salmon,None,2,0,20
582,7,salmon,None,2,0,20
583,7,salmon,salmon,1,4,20
584,7,salmon,None,4,0,20
585,7,salmon,None,1,0,20
586,7,salmon,None,3,0,20
587,7,salmon,None,1,0,20
588,7,salmon,None,2,0,20
589,7,salmon,None,1,0,20
590,7,salmon,None,3,0,20
591,7,salmon,None,1,0,20
592,7,salmon,None,4,0,20
593,7,salmon,None,4,0,20
594,7,salmon,None,3,0,20
595,7,salmon,None,1,0,20
596,7,salmon,None,1,0,20
597,7,salmon,None,2,0,20
598,7,salmon,None,1,0,20
599,7,salmon,None,1,0,20
600,7,salmon,None,4,0,20
601,7,salmon,salmon,4,4,20
602,7,salmon,salmon,3,2,20
603,7,salmon,None,2,0,20
604,7,salmon,salmon,4,4,20
605,7,salmon,None,3,0,20
606,7,salmon,None,2,0,20
607,7,salmon,None,4,0,20
608,7,salmon,None,4,0,20
609,7,salmon,None,3,0,20
610,7,salmon,None,2,0,20
611,7,salmon,None,2,0,20
612,7,salmon,None,4,0,20
613,7,salmon,None,2,0,20
614,7,salmon,None,3,0,20
615,7,salmon,None,4,0,20
616,7,salmon,None,2,0,20
617,7,salmon,None,2,0,20
618,7,salmon,None,3,0,20
619,7,salmon,None,4,0,20
620,7,clown,None,3,0,30
621,7,clown,clown,3,0,30
622,7,clown,None,4,0,30
623,7,clown,None,3,0,30
624,7,clown,None,2,0,30
625,7,clown,None,4,0,30
626,7,clown,None,3,0,30
627,7,clown,None,2,0,30
628,7,clown,None,1,0,30
629,7,clown,None,2,0,30
630,8,tuna,tuna,1,0,10
631,8,tuna,None,1,0,10
632,8,tuna,None,4,0,10
633,8,tuna,None,1,0,10
634,8,tuna,None,3,0,10
635,8,tuna,None,3,0,10
636,8,tuna,None,1,0,10
637,8,tuna,None,1,0,10
638,8,tuna,None,1,0,10
639,8,tuna,tuna,1,1,10
640,8,tuna,None,1,0,10
641,8,tuna,None,4,0,10
642,8,tuna,None,2,0,10
643,8,tuna,None,3,0,10
644,8,tuna,None,1,0,10
645,8,tuna,None,3,0,10
646,8,tuna,None,3,0,10
647,8,tuna,None,3,0,10
648,8,tuna,None,2,0,10
649,8,tuna,None,1,0,10
650,8,tuna,None,4,0,10
651,8,tuna,None,3,0,10
652,8,tuna,None,3,0,10
653,8,tuna,None,1,0,10
654,8,tuna,None,1,0,10
655,8,tuna,None,4,0,10
656,8,tuna,None,4,0,10
657,8,tuna,None,3,0,10
658,8,tuna,None,3,0,10
659,8,tuna,None,3,0,10
660,8,tuna,None,1,0,10
661,8,tuna,None,3,0,10
662,8,tuna,None,2,0,10
663,8,tuna,None,4,0,10
664,8,tuna,None,1,0,10
665,8,tuna,None,3,0,10
666,8,tuna,None,1,0,10
667,8,tuna,None,1,0,10
668,8,tuna,tuna,3,0,10
669,8,tuna,None,1,0,10
670,8,salmon,None,2,0,20
671,8,salmon,None,2,0,20
672,8,salmon,None,2,0,20
673,8,salmon,salmon,1,4,20
674,8,salmon,None,4,0,20
675,8,salmon,None,1,0,20
676,8,salmon,None,3,0,20
677,8,salmon,None,1,0,20
678,8,salmon,None,2,0,20
679,8,salmon,None,1,0,20
680,8,salmon,None,3,0,20
681,8,salmon,None,1,0,20
682,8,salmon,None,4,0,20
683,8,salmon,None,4,0,20
684,8,salmon,None,3,0,20
685,8,salmon,None,1,0,20
686,8,salmon,None,1,0,20
687,8,salmon,None,2,0,20
688,8,salmon,None,2,0,20
689,8,salmon,None,1,0,20
690,8,salmon,None,4,0,20
691,8,salmon,salmon,4,4,20
692,8,salmon,salmon,2,2,20
693,8,salmon,None,2,0,20
694,8,salmon,salmon,4,4,20
695,8,salmon,None,3,0,20
696,8,salmon,None,2,0,20
697,8,salmon,None,4,0,20
698,8,salmon,None,4,0,20
699,8,salmon,None,3,0,20
700,8,salmon,None,2,0,20
701,8,salmon,None,2,0,20
702,8,salmon,None,4,0,20
703,8,salmon,None,2,0,20
704,8,salmon,None,3,0,20
705,8,salmon,None,4,0,20
706,8,salmon,None,2,0,20
707,8,salmon,None,2,0,20
708,8,salmon,None,3,0,20
709,8,salmon,None,4,0,20
710,8,clown,None,3,0,30
711,8,clown,clown,3,0,30
712,8,clown,None,4,0,30
713,8,clown,None,3,0,30
714,8,clown,clown,2,0,30
715,8,clown,None,4,0,30
716,8,clown,None,3,0,30
717,8,clown,None,2,0,30
718,8,clown,None,1,0,30
719,8,clown,None,2,0,30
720,9,tuna,tuna,1,0,10
721,9,tuna,None,1,0,10
722,9,tuna,None,4,0,10
723,9,tuna,None,1,0,10
724,9,tuna,None,3,0,10
725,9,tuna,None,3,0,10
726,9,tuna,None,1,0,10
727,9,tuna,None,1,0,10
728,9,tuna,None,1,0,10
729,9,tuna,tuna,1,1,10
730,9,tuna,None,1,0,10
731,9,tuna,None,4,0,10
732,9,tuna,None,2,0,10
733,9,tuna,None,3,0,10
734,9,tuna,None,1,0,10
735,9,tuna,None,3,0,10
736,9,tuna,None,3,0,10
737,9,tuna,None,3,0,10
738,9,tuna,None,2,0,10
739,9,tuna,None,1,0,10
740,9,tuna,None,4,0,10
741,9,tuna,None,3,0,10
742,9,tuna,None,3,0,10
743,9,tuna,None,1,0,10
744,9,tuna,None,1,0,10
745,9,tuna,None,4,0,10
746,9,tuna,None,4,0,10
747,9,tuna,None,3,0,10
748,9,tuna,None,3,0,10
749,9,tuna,None,3,0,10
750,9,tuna,None,1,0,10
751,9,tuna,tuna,3,2,10
752,9,tuna,None,2,0,10
753,9,tuna,None,4,0,10
754,9,tuna,None,1,0,10
755,9,tuna,None,3,0,10
756,9,tuna,None,1,0,10
757,9,tuna,None,1,0,10
758,9,tuna,tuna,3,0,10
759,9,tuna,None,1,0,10
760,9,salmon,None,2,0,20
761,9,salmon,None,2,0,20
762,9,salmon,None,2,0,20
763,9,salmon,salmon,4,4,20
764,9,salmon,None,4,0,20
765,9,salmon,None,1,0,20
766,9,salmon,None,3,0,20
767,9,salmon,None,1,0,20
768,9,salmon,None,2,0,20
769,9,salmon,None,1,0,20
770,9,salmon,None,3,0,20
771,9,salmon,None,1,0,20
772,9,salmon,None,4,0,20
773,9,salmon,None,4,0,20
774,9,salmon,None,3,0,20
775,9,salmon,None,1,0,20
776,9,salmon,None,1,0,20
777,9,salmon,None,2,0,20
778,9,salmon,None,2,0,20
779,9,salmon,None,1,0,20
780,9,salmon,None,4,0,20
781,9,salmon,salmon,4,4,20
782,9,salmon,salmon,2,2,20
783,9,salmon,None,2,0,20
784,9,salmon,salmon,4,4,20
785,9,salmon,None,3,0,20
786,9,salmon,None,2,0,20
787,9,salmon,None,4,0,20
788,9,salmon,None,4,0,20
789,9,salmon,None,3,0,20
790,9,salmon,None,2,0,20
791,9,salmon,None,2,0,20
792,9,salmon,None,4,0,20
793,9,salmon,None,2,0,20
794,9,salmon,None,3,0,20
795,9,salmon,None,4,0,20
796,9,salmon,None,2,0,20
797,9,salmon,None,2,0,20
798,9,salmon,None,3,0,20
799,9,salmon,None,4,0,20
800,9,clown,None,3,0,30
801,9,clown,clown,3,3,30
802,9,clown,None,4,0,30
803,9,clown,None,3,0,30
804,9,clown,clown,2,0,30
805,9,clown,None,4,0,30
806,9,clown,None,3,0,30
807,9,clown,None,2,0,30
808,9,clown,None,1,0,30
809,9,clown,None,2,0,30
810,10,tuna,tuna,1,0,10
811,10,tuna,None,1,0,10
812,10,tuna,None,4,0,10
813,10,tuna,None,1,0,10
814,10,tuna,None,3,0,10
815,10,tuna,None,3,0,10
816,10,tuna,None,1,0,10
817,10,tuna,None,1,0,10
818,10,tuna,None,1,0,10
819,10,tuna,tuna,1,1,10
820,10,tuna,None,1,0,10
821,10,tuna,None,4,0,10
822,10,tuna,None,2,0,10
823,10,tuna,None,3,0,10
824,10,tuna,None,1,0,10
825,10,tuna,None,3,0,10
826,10,tuna,None,3,0,10
827,10,tuna,None,3,0,10
828,10,tuna,None,2,0,10
829,10,tuna,None,1,0,10
830,10,tuna,None,4,0,10
831,10,tuna,None,3,0,10
832,10,tuna,None,3,0,10
833,10,tuna,None,1,0,10
834,10,tuna,None,1,0,10
835,10,tuna,None,4,0,10
836,10,tuna,None,4,0,10
837,10,tuna,None,3,0,10
838,10,tuna,None,3,0,10
839,10,tuna,None,3,0,10
840,10,tuna,None,1,0,10
841,10,tuna,tuna,3,2,10
842,10,tuna,None,2,0,10
843,10,tuna,tuna,4,3,10
844,10,tuna,None,1,0,10
845,10,tuna,None,3,0,10
846,10,tuna,None,1,0,10
847,10,tuna,None,1,0,10
848,10,tuna,tuna,3,0,10
849,10,tuna,None,1,0,10
850,10,salmon,None,2,0,20
851,10,salmon,None,2,0,20
852,10,salmon,None,2,0,20
853,10,salmon,salmon,4,4,20
854,10,salmon,None,4,0,20
855,10,salmon,None,1,0,20
856,10,salmon,None,3,0,20
857,10,salmon,None,1,0,20
858,10,salmon,None,2,0,20
859,10,salmon,None,1,0,20
860,10,salmon,None,3,0,20
861,10,salmon,None,1,0,20
862,10,salmon,None,4,0,20
863,10,salmon,None,4,0,20
864,10,salmon,None,3,0,20
865,10,salmon,None,1,0,20
866,10,salmon,None,1,0,20
867,10,salmon,None,2,0,20
868,10,salmon,None,2,0,20
869,10,salmon,None,1,0,20
870,10,salmon,None,4,0,20
