,Time,Type,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25
1,971,Salmon,-37.0,49.0,-2.0,11.0,10.0,32.0,-33.0,1.0,-19.0,1.0,1.0,5.0,-1.0,-3.0,-7.0,20.0,-81.0,24.0,-7.0,-2.0,-6.0,17.0,8.0,16.0,3.0
2,971,Clown,-48.0,18.0,0.0,-27.0,-30.0,21.0,6.0,-21.0,15.0,33.0,0.0,18.0,45.0,-36.0,0.0,12.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,972,Tuna,28.0,-5.0,11.0,10.0,1.0,-25.0,-11.0,-9.0,-9.0,-7.0,1.0,12.0,-11.0,3.0,5.0,12.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,972,Salmon,-37.0,49.0,-2.0,11.0,10.0,32.0,-33.0,1.0,-19.0,1.0,1.0,5.0,-1.0,-3.0,-7.0,20.0,-82.0,25.0,-7.0,-2.0,-6.0,17.0,9.0,15.0,3.0
2,972,Clown,-48.0,18.0,0.0,-27.0,-30.0,21.0,6.0,-21.0,15.0,33.0,0.0,18.0,45.0,-36.0,0.0,12.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,973,Tuna,28.0,-5.0,11.0,10.0,1.0,-26.0,-10.0,-9.0,-9.0,-7.0,1.0,12.0,-11.0,3.0,5.0,12.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,973,Salmon,-38.0,49.0,-2.0,11.0,10.0,33.0,-33.0,1.0,-19.0,1.0,1.0,5.0,-1.0,-3.0,-7.0,20.0,-82.0,25.0,-7.0,-2.0,-6.0,17.0,9.0,16.0,2.0
2,973,Clown,-48.0,18.0,0.0,-27.0,-30.0,21.0,6.0,-21.0,15.0,33.0,0.0,18.0,45.0,-36.0,0.0,12.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,974,Tuna,28.0,-5.0,11.0,10.0,1.0,-26.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,11.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,974,Salmon,-38.0,49.0,-2.0,11.0,10.0,33.0,-33.0,1.0,-19.0,1.0,1.0,5.0,-1.0,-3.0,-7.0,20.0,-82.0,25.0,-7.0,-2.0,-5.0,16.0,9.0,16.0,2.0
2,974,Clown,-42.0,18.0,0.0,-27.0,-30.0,15.0,6.0,-21.0,15.0,33.0,3.0,18.0,45.0,-36.0,0.0,9.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,975,Tuna,28.0,-5.0,11.0,10.0,1.0,-26.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,11.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,975,Salmon,-38.0,50.0,-2.0,11.0,10.0,33.0,-33.0,0.0,-19.0,1.0,1.0,5.0,-1.0,-3.0,-7.0,20.0,-83.0,25.0,-7.0,-2.0,-5.0,17.0,9.0,16.0,2.0
2,975,Clown,-42.0,18.0,0.0,-27.0,-30.0,15.0,6.0,-21.0,15.0,33.0,3.0,18.0,45.0,-36.0,0.0,9.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,976,Tuna,28.0,-5.0,11.0,10.0,1.0,-26.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,11.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,976,Salmon,-38.0,51.0,-2.0,11.0,10.0,33.0,-34.0,0.0,-19.0,1.0,1.0,5.0,-1.0,-3.0,-7.0,20.0,-83.0,25.0,-7.0,-2.0,-5.0,17.0,9.0,16.0,2.0
2,976,Clown,-42.0,18.0,0.0,-27.0,-30.0,15.0,9.0,-21.0,15.0,33.0,3.0,15.0,45.0,-36.0,0.0,9.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,977,Tuna,27.0,-4.0,11.0,10.0,1.0,-26.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,11.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,977,Salmon,-38.0,50.0,-2.0,11.0,10.0,34.0,-34.0,0.0,-19.0,1.0,1.0,5.0,-1.0,-3.0,-7.0,20.0,-83.0,25.0,-7.0,-2.0,-5.0,17.0,10.0,15.0,2.0
2,977,Clown,-42.0,18.0,0.0,-27.0,-30.0,15.0,9.0,-21.0,15.0,33.0,3.0,15.0,45.0,-36.0,0.0,9.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,978,Tuna,26.0,-3.0,11.0,10.0,1.0,-26.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,11.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,978,Salmon,-38.0,50.0,-2.0,11.0,10.0,34.0,-34.0,0.0,-19.0,1.0,1.0,5.0,-1.0,-3.0,-7.0,20.0,-83.0,24.0,-7.0,-2.0,-5.0,17.0,11.0,15.0,2.0
2,978,Clown,-42.0,18.0,0.0,-27.0,-30.0,15.0,9.0,-21.0,15.0,33.0,3.0,15.0,45.0,-36.0,0.0,9.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,979,Tuna,26.0,-3.0,11.0,10.0,1.0,-26.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,11.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,979,Salmon,-38.0,50.0,-2.0,11.0,10.0,34.0,-34.0,0.0,-19.0,1.0,1.0,5.0,-1.0,-4.0,-6.0,20.0,-83.0,24.0,-7.0,-2.0,-5.0,17.0,11.0,15.0,2.0
2,979,Clown,-42.0,18.0,0.0,-27.0,-30.0,15.0,9.0,-21.0,15.0,33.0,3.0,15.0,45.0,-36.0,0.0,9.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,980,Tuna,26.0,-3.0,11.0,10.0,1.0,-26.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,11.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,980,Salmon,-38.0,50.0,-2.0,11.0,10.0,34.0,-34.0,0.0,-19.0,1.0,1.0,5.0,-2.0,-4.0,-6.0,20.0,-84.0,25.0,-7.0,-2.0,-5.0,18.0,11.0,15.0,2.0
2,980,Clown,-42.0,18.0,0.0,-27.0,-30.0,15.0,9.0,-21.0,15.0,33.0,3.0,15.0,45.0,-36.0,0.0,9.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,981,Tuna,26.0,-3.0,11.0,10.0,1.0,-26.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,11.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,981,Salmon,-38.0,52.0,-3.0,11.0,10.0,34.0,-35.0,0.0,-19.0,1.0,1.0,5.0,-2.0,-4.0,-6.0,20.0,-83.0,24.0,-7.0,-2.0,-4.0,17.0,11.0,15.0,2.0
2,981,Clown,-42.0,18.0,0.0,-27.0,-30.0,15.0,15.0,-24.0,15.0,33.0,3.0,12.0,45.0,-36.0,0.0,9.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,982,Tuna,26.0,-3.0,11.0,10.0,1.0,-26.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,11.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,982,Salmon,-38.0,52.0,-3.0,11.0,10.0,34.0,-35.0,0.0,-19.0,1.0,1.0,5.0,-2.0,-4.0,-6.0,20.0,-84.0,25.0,-7.0,-2.0,-4.0,17.0,11.0,15.0,2.0
2,982,Clown,-42.0,18.0,0.0,-27.0,-30.0,15.0,15.0,-24.0,15.0,33.0,3.0,12.0,45.0,-36.0,0.0,9.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,983,Tuna,26.0,-3.0,11.0,10.0,1.0,-26.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,11.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,983,Salmon,-38.0,52.0,-3.0,11.0,10.0,34.0,-35.0,0.0,-19.0,1.0,1.0,5.0,-2.0,-4.0,-6.0,20.0,-84.0,25.0,-7.0,-2.0,-4.0,17.0,11.0,15.0,2.0
2,983,Clown,-42.0,18.0,0.0,-27.0,-30.0,15.0,15.0,-24.0,15.0,33.0,6.0,12.0,45.0,-36.0,0.0,6.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,984,Tuna,26.0,-3.0,11.0,10.0,1.0,-26.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,11.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,984,Salmon,-37.0,53.0,-4.0,11.0,10.0,33.0,-35.0,0.0,-19.0,1.0,1.0,6.0,-3.0,-4.0,-6.0,20.0,-84.0,25.0,-7.0,-2.0,-4.0,17.0,11.0,15.0,2.0
2,984,Clown,-42.0,18.0,0.0,-27.0,-30.0,15.0,15.0,-24.0,15.0,33.0,3.0,12.0,45.0,-36.0,0.0,9.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,985,Tuna,25.0,-3.0,11.0,10.0,1.0,-25.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,11.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,985,Salmon,-37.0,53.0,-4.0,11.0,10.0,33.0,-35.0,-1.0,-19.0,1.0,1.0,6.0,-2.0,-4.0,-6.0,20.0,-84.0,25.0,-7.0,-2.0,-4.0,17.0,11.0,15.0,2.0
2,985,Clown,-42.0,18.0,-3.0,-27.0,-30.0,15.0,15.0,-21.0,15.0,33.0,3.0,12.0,45.0,-36.0,0.0,9.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,986,Tuna,25.0,-3.0,11.0,10.0,1.0,-25.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,11.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,986,Salmon,-37.0,53.0,-4.0,11.0,10.0,33.0,-35.0,-1.0,-19.0,1.0,1.0,6.0,-2.0,-4.0,-6.0,20.0,-85.0,26.0,-7.0,-2.0,-4.0,17.0,11.0,15.0,2.0
2,986,Clown,-42.0,18.0,-3.0,-27.0,-30.0,15.0,15.0,-21.0,15.0,33.0,3.0,12.0,45.0,-36.0,0.0,9.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,987,Tuna,25.0,-3.0,11.0,10.0,1.0,-25.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,11.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,987,Salmon,-37.0,53.0,-4.0,11.0,10.0,33.0,-35.0,-1.0,-19.0,1.0,1.0,6.0,-3.0,-4.0,-6.0,20.0,-85.0,27.0,-7.0,-2.0,-4.0,17.0,11.0,15.0,2.0
2,987,Clown,-42.0,18.0,-6.0,-27.0,-30.0,15.0,15.0,-18.0,15.0,33.0,3.0,12.0,45.0,-36.0,0.0,9.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,988,Tuna,25.0,-3.0,11.0,10.0,1.0,-25.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,11.0,12.0,-15.0,-3.0,-4.0,1.0,-2.0,6.0,-2.0,1.0
1,988,Salmon,-37.0,52.0,-4.0,11.0,10.0,33.0,-34.0,-1.0,-19.0,1.0,1.0,6.0,-3.0,-4.0,-6.0,20.0,-85.0,27.0,-7.0,-2.0,-4.0,18.0,10.0,15.0,2.0
2,988,Clown,-42.0,18.0,-6.0,-30.0,-30.0,15.0,15.0,-18.0,18.0,33.0,3.0,12.0,45.0,-36.0,0.0,9.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,989,Tuna,25.0,-3.0,11.0,10.0,1.0,-25.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,10.0,12.0,-14.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,989,Salmon,-37.0,52.0,-4.0,11.0,10.0,33.0,-34.0,-1.0,-19.0,1.0,1.0,6.0,-3.0,-4.0,-6.0,20.0,-85.0,27.0,-7.0,-2.0,-4.0,18.0,10.0,15.0,2.0
2,989,Clown,-42.0,18.0,-6.0,-30.0,-30.0,15.0,15.0,-18.0,18.0,33.0,3.0,12.0,45.0,-36.0,0.0,9.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,990,Tuna,25.0,-3.0,11.0,10.0,1.0,-25.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,10.0,12.0,-14.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,990,Salmon,-36.0,51.0,-4.0,11.0,10.0,32.0,-34.0,-1.0,-19.0,1.0,2.0,6.0,-3.0,-4.0,-6.0,20.0,-85.0,28.0,-7.0,-2.0,-4.0,18.0,9.0,15.0,2.0
2,990,Clown,-42.0,18.0,-9.0,-30.0,-30.0,15.0,15.0,-15.0,18.0,33.0,0.0,12.0,45.0,-36.0,0.0,12.0,-12.0,3.0,36.0,18.0,-42.0,0.0,6.0,12.0,-27.0
0,991,Tuna,25.0,-3.0,11.0,10.0,1.0,-25.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,10.0,12.0,-14.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,991,Salmon,-36.0,51.0,-4.0,11.0,10.0,32.0,-34.0,-1.0,-19.0,1.0,2.0,7.0,-4.0,-4.0,-6.0,20.0,-84.0,27.0,-7.0,-2.0,-4.0,18.0,9.0,15.0,2.0
2,991,Clown,-42.0,18.0,-9.0,-30.0,-30.0,15.0,15.0,-15.0,18.0,33.0,0.0,12.0,45.0,-36.0,0.0,15.0,-12.0,3.0,36.0,18.0,-45.0,0.0,6.0,12.0,-27.0
0,992,Tuna,25.0,-3.0,11.0,10.0,1.0,-25.0,-10.0,-9.0,-9.0,-7.0,2.0,12.0,-11.0,3.0,5.0,10.0,12.0,-14.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,992,Salmon,-36.0,51.0,-4.0,11.0,10.0,32.0,-34.0,-1.0,-19.0,1.0,2.0,7.0,-4.0,-4.0,-6.0,20.0,-84.0,27.0,-7.0,-2.0,-5.0,19.0,9.0,15.0,2.0
2,992,Clown,-42.0,18.0,-9.0,-30.0,-30.0,15.0,15.0,-15.0,18.0,33.0,0.0,12.0,45.0,-36.0,0.0,15.0,-12.0,3.0,36.0,18.0,-45.0,0.0,6.0,12.0,-27.0
0,993,Tuna,26.0,-4.0,11.0,10.0,1.0,-25.0,-10.0,-9.0,-9.0,-7.0,2.0,11.0,-11.0,3.0,5.0,9.0,14.0,-14.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,993,Salmon,-36.0,51.0,-4.0,11.0,10.0,32.0,-34.0,-1.0,-19.0,1.0,3.0,7.0,-4.0,-4.0,-6.0,19.0,-83.0,27.0,-7.0,-2.0,-4.0,17.0,9.0,15.0,2.0
2,993,Clown,-42.0,18.0,-9.0,-30.0,-30.0,15.0,18.0,-15.0,18.0,33.0,0.0,9.0,45.0,-36.0,0.0,15.0,-12.0,0.0,36.0,18.0,-45.0,0.0,9.0,12.0,-27.0
0,994,Tuna,26.0,-4.0,11.0,10.0,1.0,-25.0,-10.0,-9.0,-9.0,-7.0,2.0,11.0,-11.0,3.0,5.0,9.0,14.0,-14.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,994,Salmon,-36.0,51.0,-4.0,11.0,10.0,32.0,-34.0,-1.0,-19.0,1.0,3.0,7.0,-4.0,-4.0,-6.0,19.0,-83.0,27.0,-7.0,-2.0,-4.0,17.0,9.0,15.0,2.0
2,994,Clown,-42.0,18.0,-9.0,-30.0,-30.0,15.0,18.0,-15.0,18.0,33.0,0.0,9.0,45.0,-36.0,0.0,15.0,-12.0,0.0,36.0,18.0,-45.0,0.0,6.0,15.0,-27.0
0,995,Tuna,26.0,-4.0,11.0,10.0,1.0,-25.0,-10.0,-9.0,-9.0,-7.0,2.0,11.0,-11.0,3.0,5.0,9.0,14.0,-14.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,995,Salmon,-37.0,51.0,-4.0,11.0,10.0,33.0,-34.0,-1.0,-19.0,1.0,3.0,7.0,-4.0,-4.0,-6.0,19.0,-82.0,26.0,-7.0,-2.0,-4.0,17.0,9.0,15.0,2.0
2,995,Clown,-42.0,18.0,-9.0,-27.0,-30.0,15.0,18.0,-15.0,15.0,33.0,-3.0,12.0,45.0,-36.0,0.0,15.0,-12.0,0.0,36.0,18.0,-45.0,0.0,6.0,15.0,-27.0
0,996,Tuna,26.0,-4.0,11.0,10.0,1.0,-25.0,-10.0,-9.0,-9.0,-7.0,2.0,11.0,-11.0,3.0,5.0,9.0,14.0,-14.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,996,Salmon,-37.0,51.0,-4.0,11.0,10.0,33.0,-34.0,-1.0,-19.0,1.0,3.0,7.0,-4.0,-4.0,-6.0,19.0,-82.0,26.0,-7.0,-2.0,-4.0,17.0,9.0,15.0,2.0
2,996,Clown,-42.0,18.0,-9.0,-27.0,-30.0,15.0,18.0,-15.0,15.0,33.0,-6.0,15.0,45.0,-36.0,0.0,15.0,-12.0,0.0,36.0,18.0,-45.0,0.0,6.0,15.0,-27.0
0,997,Tuna,26.0,-5.0,11.0,10.0,1.0,-25.0,-9.0,-9.0,-9.0,-7.0,2.0,11.0,-11.0,3.0,5.0,9.0,14.0,-14.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,997,Salmon,-37.0,51.0,-4.0,10.0,11.0,33.0,-35.0,0.0,-19.0,1.0,3.0,7.0,-4.0,-4.0,-6.0,19.0,-82.0,26.0,-7.0,-2.0,-3.0,16.0,9.0,15.0,2.0
2,997,Clown,-42.0,18.0,-9.0,-27.0,-30.0,15.0,15.0,-12.0,15.0,33.0,-6.0,15.0,45.0,-36.0,0.0,15.0,-12.0,0.0,36.0,18.0,-45.0,0.0,6.0,15.0,-27.0
0,998,Tuna,26.0,-5.0,11.0,10.0,1.0,-25.0,-9.0,-9.0,-9.0,-7.0,2.0,11.0,-11.0,3.0,5.0,9.0,14.0,-14.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,998,Salmon,-37.0,52.0,-5.0,10.0,11.0,33.0,-35.0,0.0,-19.0,1.0,3.0,8.0,-4.0,-4.0,-6.0,19.0,-83.0,27.0,-7.0,-2.0,-3.0,16.0,8.0,15.0,2.0
2,998,Clown,-42.0,18.0,-9.0,-27.0,-30.0,15.0,15.0,-12.0,15.0,33.0,-6.0,15.0,45.0,-36.0,0.0,15.0,-12.0,0.0,36.0,18.0,-45.0,0.0,6.0,15.0,-27.0
0,999,Tuna,26.0,-5.0,11.0,10.0,1.0,-25.0,-9.0,-9.0,-9.0,-7.0,2.0,11.0,-11.0,3.0,5.0,9.0,14.0,-14.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,999,Salmon,-37.0,52.0,-5.0,10.0,11.0,33.0,-35.0,0.0,-19.0,1.0,3.0,8.0,-4.0,-4.0,-6.0,19.0,-84.0,27.0,-7.0,-2.0,-3.0,17.0,8.0,15.0,2.0
2,999,Clown,-42.0,18.0,-9.0,-27.0,-30.0,15.0,15.0,-12.0,15.0,33.0,-6.0,15.0,45.0,-36.0,0.0,15.0,-12.0,0.0,36.0,18.0,-45.0,0.0,6.0,15.0,-27.0
0,1000,Tuna,26.0,-4.0,10.0,10.0,1.0,-25.0,-9.0,-9.0,-9.0,-7.0,2.0,11.0,-11.0,3.0,5.0,9.0,14.0,-14.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,1000,Salmon,-38.0,51.0,-5.0,10.0,11.0,34.0,-34.0,0.0,-19.0,1.0,3.0,8.0,-3.0,-4.0,-6.0,19.0,-83.0,25.0,-7.0,-2.0,-3.0,17.0,8.0,15.0,2.0
2,1000,Clown,-42.0,18.0,-9.0,-24.0,-30.0,15.0,15.0,-12.0,12.0,33.0,-6.0,15.0,45.0,-36.0,0.0,15.0,-12.0,0.0,36.0,18.0,-45.0,0.0,6.0,15.0,-27.0
0,1001,Tuna,26.0,-4.0,10.0,10.0,1.0,-24.0,-9.0,-9.0,-9.0,-7.0,1.0,11.0,-11.0,3.0,5.0,9.0,14.0,-14.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,1001,Salmon,-38.0,51.0,-5.0,10.0,11.0,34.0,-34.0,0.0,-19.0,1.0,3.0,8.0,-3.0,-4.0,-6.0,19.0,-83.0,25.0,-7.0,-2.0,-3.0,17.0,8.0,15.0,2.0
2,1001,Clown,-42.0,18.0,-9.0,-24.0,-30.0,15.0,15.0,-12.0,12.0,33.0,-6.0,15.0,45.0,-36.0,0.0,15.0,-12.0,0.0,36.0,18.0,-45.0,0.0,6.0,15.0,-27.0
0,1002,Tuna,26.0,-5.0,11.0,10.0,1.0,-24.0,-9.0,-9.0,-9.0,-7.0,1.0,10.0,-11.0,3.0,5.0,9.0,15.0,-14.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,1002,Salmon,-38.0,50.0,-5.0,10.0,11.0,34.0,-34.0,0.0,-19.0,1.0,3.0,10.0,-3.0,-4.0,-6.0,19.0,-83.0,24.0,-7.0,-2.0,-3.0,17.0,8.0,15.0,2.0
2,1002,Clown,-42.0,18.0,-9.0,-24.0,-30.0,15.0,15.0,-12.0,12.0,33.0,-6.0,15.0,45.0,-36.0,0.0,15.0,-12.0,0.0,36.0,18.0,-45.0,0.0,6.0,15.0,-27.0
0,1003,Tuna,26.0,-5.0,11.0,10.0,1.0,-24.0,-9.0,-9.0,-9.0,-7.0,1.0,10.0,-11.0,3.0,5.0,9.0,15.0,-14.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,1003,Salmon,-38.0,49.0,-4.0,10.0,11.0,34.0,-34.0,0.0,-19.0,1.0,3.0,10.0,-3.0,-4.0,-6.0,19.0,-84.0,25.0,-7.0,-2.0,-2.0,16.0,8.0,15.0,2.0
2,1003,Clown,-42.0,18.0,-9.0,-24.0,-30.0,15.0,15.0,-12.0,12.0,33.0,-6.0,15.0,45.0,-36.0,0.0,15.0,-12.0,0.0,36.0,18.0,-45.0,0.0,6.0,15.0,-27.0
0,1004,Tuna,26.0,-5.0,11.0,10.0,1.0,-24.0,-9.0,-9.0,-9.0,-7.0,1.0,10.0,-11.0,3.0,5.0,9.0,15.0,-14.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,1004,Salmon,-37.0,48.0,-4.0,10.0,11.0,33.0,-33.0,0.0,-19.0,1.0,3.0,10.0,-3.0,-4.0,-6.0,19.0,-84.0,25.0,-7.0,-2.0,-2.0,16.0,8.0,15.0,2.0
2,1004,Clown,-42.0,18.0,-9.0,-24.0,-30.0,15.0,12.0,-12.0,12.0,33.0,-6.0,18.0,45.0,-36.0,0.0,15.0,-12.0,0.0,36.0,18.0,-45.0,0.0,6.0,15.0,-27.0
0,1005,Tuna,26.0,-5.0,11.0,10.0,1.0,-24.0,-9.0,-10.0,-8.0,-7.0,1.0,10.0,-11.0,3.0,5.0,9.0,14.0,-13.0,-3.0,-4.0,2.0,-2.0,5.0,-2.0,1.0
1,1005,Salmon,-37.0,48.0,-4.0,10.0,11.0,33.0,-33.0,-1.0,-19.0,1.0,3.0,10.0,-2.0,-4.0,-5.0,19.0,-84.0,25.0,-7.0,-3.0,-1.0,15.0,8.0,15.0,2.0
2,1005,Clown,-42.0,18.0,-9.0,-24.0,-30.0,15.0,12.0,-12.0,15.0,30.0,-6.0,18.0,45.0,-36.0,0.0,15.0,-12.0,0.0,36.0,18.0,-45.0,0.0,6.0,15.0,-27.0
0,1006,Tuna,26.0,-5.0,11.0,10.0,1.0,-24.0,-9.0,-10.0,-8.0,-7.0,1.0,10.0,-11.0,3.0,5.0,9.0,14.0,-13.0,-2.0,-5.0,2.0,-2.0,5.0,-2.0,1.0
1,1006,Salmon,-37.0,48.0,-4.0,10.0,11.0,32.0,-33.0,0.0,-19.0,1.0,3.0,10.0,-2.0,-4.0,-5.0,19.0,-84.0,25.0,-7.0,-3.0,-1.0,15.0,8.0,15.0,2.0
2,1006,Clown,-42.0,18.0,-9.0,-24.0,-30.0,15.0,12.0,-12.0,15.0,30.0,-6.0,18.0,45.0,-36.0,0.0,15.0,-12.0,0.0,36.0,18.0,-45.0,0.0,6.0,15.0,-27.0
0,1007,Tuna,26.0,-5.0,11.0,10.0,1.0,-24.0,-9.0,-9.0,-9.0,-7.0,1.0,10.0,-11.0,3.0,5.0,9.0,14.0,-13.0,-2.0,-5.0,2.0,-2.0,5.0,-2.0,1.0
1,1007,Salmon,-37.0,49.0,-4.0,10.0,11.0,32.0,-34.0,0.0,-19.0,1.0,3.0,10.0,-2.0,-4.0,-5.0,19.0,-84.0,25.0,-7.0,-3.0,1.0,13.0,8.0,15.0,2.0
2,1007,Clown,-42.0,18.0,-9.0,-24.0,-30.0,15.0,12.0,-12.0,15.0,30.0,-6.0,18.0,45.0,-36.0,0.0,15.0,-12.0,0.0,36.0,18.0,-45.0,0.0,6.0,15.0,-27.0
0,1008,Tuna,26.0,-5.0,11.0,10.0,1.0,-24.0,-9.0,-9.0,-9.0,-7.0,1.0,10.0,-11.0,3.0,5.0,9.0,14.0,-13.0,-2.0,-5.0,2.0,-2.0,5.0,-2.0,1.0
1,1008,Salmon,-37.0,49.0,-4.0,10.0,11.0,32.0,-34.0,0.0,-19.0,1.0,3.0,9.0,-1.0,-4.0,-5.0,19.0,-84.0,25.0,-7.0,-3.0,1.0,13.0,8.0,15.0,2.0
2,1008,Clown,-42.0,18.0,-9.0,-24.0,-30.0,15.0,12.0,-12.0,15.0,30.0,-6.0,18.0,45.0,-36.0,0.0,15.0,-12.0,0.0,36.0,18.0,-45.0,0.0,6.0,15.0,-27.0
0,1009,Tuna,26.0,-5.0,11.0,10.0,1.0,-24.0,-9.0,-9.0,-9.0,-7.0,1.0,10.0,-11.0,3.0,5.0,9.0,14.0,-13.0,-2.0,-5.0,2.0,-2.0,5.0,-2.0,1.0
1,1009,Salmon,-38.0,50.0,-4.0,10.0,11.0,32.0,-34.0,0.0,-19.0,1.0,3.0,9.0,-1.0,-4.0,-5.0,19.0,-85.0,25.0,-7.0,-3.0,1.0,14.0,8.0,15.0,2.0
