,Time,Type,Zone1,Zone2,Zone3,Zone4
2,1362,Clown,72.0,0.0,174.0,-246.0
0,1363,Tuna,-5.0,10.0,-101.0,96.0
1,1363,Salmon,27.0,97.0,-193.0,69.0
2,1363,Clown,72.0,0.0,174.0,-246.0
0,1364,Tuna,-5.0,10.0,-102.0,97.0
1,1364,Salmon,25.0,98.0,-193.0,70.0
2,1364,Clown,72.0,0.0,174.0,-246.0
0,1365,Tuna,-5.0,10.0,-102.0,97.0
1,1365,Salmon,23.0,98.0,-194.0,73.0
2,1365,Clown,72.0,0.0,174.0,-246.0
0,1366,Tuna,-5.0,10.0,-102.0,97.0
1,1366,Salmon,20.0,100.0,-194.0,74.0
2,1366,Clown,72.0,0.0,174.0,-246.0
0,1367,Tuna,-5.0,10.0,-102.0,97.0
1,1367,Salmon,21.0,100.0,-194.0,73.0
2,1367,Clown,72.0,0.0,174.0,-246.0
0,1368,Tuna,-6.0,9.0,-101.0,98.0
1,1368,Salmon,21.0,101.0,-196.0,74.0
2,1368,Clown,72.0,0.0,174.0,-246.0
0,1369,Tuna,-6.0,9.0,-101.0,98.0
1,1369,Salmon,20.0,101.0,-196.0,75.0
2,1369,Clown,72.0,0.0,174.0,-246.0
0,1370,Tuna,-7.0,9.0,-100.0,98.0
1,1370,Salmon,19.0,101.0,-195.0,75.0
2,1370,Clown,72.0,0.0,174.0,-246.0
0,1371,Tuna,-6.0,9.0,-99.0,96.0
1,1371,Salmon,17.0,103.0,-196.0,76.0
2,1371,Clown,72.0,0.0,174.0,-246.0
0,1372,Tuna,-6.0,9.0,-99.0,96.0
1,1372,Salmon,17.0,103.0,-196.0,76.0
2,1372,Clown,72.0,-3.0,177.0,-246.0
0,1373,Tuna,-6.0,8.0,-98.0,96.0
1,1373,Salmon,17.0,103.0,-197.0,77.0
2,1373,Clown,69.0,0.0,177.0,-246.0
0,1374,Tuna,-5.0,8.0,-98.0,95.0
1,1374,Salmon,16.0,103.0,-198.0,79.0
2,1374,Clown,69.0,0.0,177.0,-246.0
0,1375,Tuna,-5.0,8.0,-98.0,95.0
1,1375,Salmon,16.0,103.0,-200.0,81.0
2,1375,Clown,69.0,0.0,174.0,-243.0
0,1376,Tuna,-5.0,8.0,-98.0,95.0
1,1376,Salmon,15.0,105.0,-200.0,80.0
2,1376,Clown,66.0,0.0,174.0,-240.0
0,1377,Tuna,-5.0,8.0,-98.0,95.0
1,1377,Salmon,13.0,105.0,-198.0,80.0
2,1377,Clown,66.0,0.0,177.0,-243.0
0,1378,Tuna,-5.0,8.0,-99.0,96.0
1,1378,Salmon,13.0,105.0,-198.0,80.0
2,1378,Clown,66.0,0.0,177.0,-243.0
0,1379,Tuna,-5.0,8.0,-99.0,96.0
1,1379,Salmon,13.0,105.0,-198.0,80.0
2,1379,Clown,66.0,0.0,177.0,-243.0
0,1380,Tuna,-5.0,8.0,-99.0,96.0
1,1380,Salmon,13.0,105.0,-198.0,80.0
2,1380,Clown,63.0,0.0,177.0,-240.0
0,1381,Tuna,-5.0,8.0,-99.0,96.0
1,1381,Salmon,13.0,105.0,-197.0,79.0
2,1381,Clown,63.0,0.0,177.0,-240.0
0,1382,Tuna,-5.0,8.0,-100.0,97.0
1,1382,Salmon,14.0,106.0,-199.0,79.0
2,1382,Clown,63.0,0.0,177.0,-240.0
0,1383,Tuna,-5.0,8.0,-99.0,96.0
1,1383,Salmon,15.0,105.0,-200.0,80.0
2,1383,Clown,63.0,0.0,177.0,-240.0
0,1384,Tuna,-5.0,8.0,-99.0,96.0
1,1384,Salmon,14.0,106.0,-201.0,81.0
2,1384,Clown,66.0,-3.0,177.0,-240.0
0,1385,Tuna,-5.0,8.0,-99.0,96.0
1,1385,Salmon,14.0,106.0,-202.0,82.0
2,1385,Clown,66.0,-3.0,177.0,-240.0
0,1386,Tuna,-5.0,8.0,-99.0,96.0
1,1386,Salmon,14.0,106.0,-202.0,82.0
2,1386,Clown,63.0,-3.0,177.0,-237.0
0,1387,Tuna,-5.0,8.0,-99.0,96.0
1,1387,Salmon,14.0,106.0,-203.0,83.0
2,1387,Clown,63.0,-3.0,177.0,-237.0
0,1388,Tuna,-5.0,8.0,-100.0,97.0
1,1388,Salmon,12.0,105.0,-201.0,84.0
2,1388,Clown,63.0,-3.0,177.0,-237.0
0,1389,Tuna,-5.0,8.0,-100.0,97.0
1,1389,Salmon,12.0,105.0,-201.0,84.0
2,1389,Clown,63.0,-3.0,177.0,-237.0
0,1390,Tuna,-5.0,8.0,-102.0,99.0
1,1390,Salmon,10.0,106.0,-201.0,85.0
2,1390,Clown,63.0,-3.0,177.0,-237.0
0,1391,Tuna,-5.0,8.0,-102.0,99.0
1,1391,Salmon,10.0,106.0,-201.0,85.0
2,1391,Clown,63.0,-6.0,180.0,-237.0
0,1392,Tuna,-5.0,8.0,-103.0,100.0
1,1392,Salmon,11.0,106.0,-201.0,84.0
2,1392,Clown,63.0,-6.0,180.0,-237.0
0,1393,Tuna,-6.0,8.0,-103.0,101.0
1,1393,Salmon,12.0,106.0,-203.0,85.0
2,1393,Clown,60.0,-6.0,180.0,-234.0
0,1394,Tuna,-6.0,8.0,-103.0,101.0
1,1394,Salmon,9.0,109.0,-201.0,83.0
2,1394,Clown,57.0,-6.0,180.0,-231.0
0,1395,Tuna,-6.0,8.0,-103.0,101.0
1,1395,Salmon,9.0,109.0,-200.0,82.0
2,1395,Clown,57.0,-6.0,177.0,-228.0
0,1396,Tuna,-4.0,7.0,-103.0,100.0
1,1396,Salmon,8.0,109.0,-200.0,83.0
2,1396,Clown,57.0,-6.0,177.0,-228.0
0,1397,Tuna,-4.0,7.0,-103.0,100.0
1,1397,Salmon,7.0,108.0,-199.0,84.0
2,1397,Clown,57.0,-6.0,180.0,-231.0
0,1398,Tuna,-4.0,7.0,-103.0,100.0
1,1398,Salmon,6.0,111.0,-199.0,82.0
2,1398,Clown,57.0,-6.0,183.0,-234.0
0,1399,Tuna,-4.0,7.0,-103.0,100.0
1,1399,Salmon,5.0,111.0,-197.0,81.0
2,1399,Clown,57.0,-6.0,186.0,-237.0
0,1400,Tuna,-4.0,7.0,-102.0,99.0
1,1400,Salmon,5.0,111.0,-197.0,81.0
2,1400,Clown,57.0,-6.0,186.0,-237.0
0,1401,Tuna,-4.0,7.0,-102.0,99.0
1,1401,Salmon,4.0,112.0,-197.0,81.0
2,1401,Clown,57.0,-3.0,183.0,-237.0
0,1402,Tuna,-4.0,7.0,-102.0,99.0
1,1402,Salmon,4.0,113.0,-197.0,80.0
2,1402,Clown,57.0,-3.0,180.0,-234.0
0,1403,Tuna,-4.0,8.0,-103.0,99.0
1,1403,Salmon,8.0,110.0,-197.0,79.0
2,1403,Clown,57.0,-3.0,180.0,-234.0
0,1404,Tuna,-4.0,8.0,-104.0,100.0
1,1404,Salmon,9.0,110.0,-197.0,78.0
2,1404,Clown,57.0,-3.0,180.0,-234.0
0,1405,Tuna,-4.0,8.0,-104.0,100.0
1,1405,Salmon,9.0,110.0,-198.0,79.0
2,1405,Clown,57.0,-3.0,177.0,-231.0
0,1406,Tuna,-5.0,7.0,-103.0,101.0
1,1406,Salmon,8.0,111.0,-199.0,80.0
2,1406,Clown,57.0,-3.0,177.0,-231.0
0,1407,Tuna,-6.0,8.0,-102.0,100.0
1,1407,Salmon,8.0,111.0,-200.0,81.0
2,1407,Clown,57.0,-3.0,180.0,-234.0
0,1408,Tuna,-5.0,7.0,-102.0,100.0
1,1408,Salmon,8.0,111.0,-200.0,81.0
2,1408,Clown,57.0,-3.0,180.0,-234.0
0,1409,Tuna,-5.0,7.0,-103.0,101.0
1,1409,Salmon,8.0,111.0,-200.0,81.0
2,1409,Clown,57.0,-6.0,180.0,-231.0
0,1410,Tuna,-5.0,8.0,-102.0,99.0
1,1410,Salmon,8.0,111.0,-200.0,81.0
2,1410,Clown,57.0,-6.0,180.0,-231.0
0,1411,Tuna,-5.0,8.0,-103.0,100.0
1,1411,Salmon,8.0,112.0,-199.0,79.0
2,1411,Clown,57.0,-6.0,180.0,-231.0
0,1412,Tuna,-5.0,8.0,-103.0,100.0
1,1412,Salmon,8.0,112.0,-199.0,79.0
2,1412,Clown,57.0,-6.0,180.0,-231.0
0,1413,Tuna,-5.0,7.0,-104.0,102.0
1,1413,Salmon,7.0,113.0,-197.0,77.0
2,1413,Clown,54.0,-3.0,180.0,-231.0
0,1414,Tuna,-5.0,7.0,-104.0,102.0
1,1414,Salmon,7.0,113.0,-197.0,77.0
2,1414,Clown,54.0,-3.0,180.0,-231.0
0,1415,Tuna,-5.0,7.0,-104.0,102.0
1,1415,Salmon,9.0,112.0,-197.0,76.0
2,1415,Clown,54.0,-6.0,183.0,-231.0
0,1416,Tuna,-5.0,7.0,-104.0,102.0
1,1416,Salmon,9.0,111.0,-196.0,76.0
2,1416,Clown,54.0,-6.0,183.0,-231.0
0,1417,Tuna,-5.0,7.0,-102.0,100.0
1,1417,Salmon,7.0,111.0,-196.0,78.0
2,1417,Clown,51.0,-6.0,183.0,-228.0
0,1418,Tuna,-6.0,8.0,-102.0,100.0
1,1418,Salmon,5.0,113.0,-195.0,77.0
2,1418,Clown,51.0,-6.0,183.0,-228.0
0,1419,Tuna,-6.0,8.0,-102.0,100.0
1,1419,Salmon,7.0,112.0,-197.0,78.0
2,1419,Clown,51.0,-6.0,183.0,-228.0
0,1420,Tuna,-6.0,8.0,-102.0,100.0
1,1420,Salmon,7.0,112.0,-198.0,79.0
2,1420,Clown,51.0,-6.0,183.0,-228.0
0,1421,Tuna,-6.0,8.0,-101.0,99.0
1,1421,Salmon,6.0,113.0,-198.0,79.0
2,1421,Clown,51.0,-6.0,183.0,-228.0
0,1422,Tuna,-6.0,8.0,-101.0,99.0
1,1422,Salmon,7.0,113.0,-196.0,76.0
2,1422,Clown,51.0,-6.0,183.0,-228.0
0,1423,Tuna,-6.0,8.0,-101.0,99.0
1,1423,Salmon,6.0,116.0,-197.0,75.0
2,1423,Clown,51.0,-6.0,186.0,-231.0
0,1424,Tuna,-6.0,8.0,-102.0,100.0
1,1424,Salmon,6.0,116.0,-197.0,75.0
2,1424,Clown,51.0,-6.0,189.0,-234.0
0,1425,Tuna,-6.0,8.0,-102.0,100.0
1,1425,Salmon,4.0,117.0,-196.0,75.0
2,1425,Clown,51.0,-6.0,189.0,-234.0
0,1426,Tuna,-6.0,8.0,-102.0,100.0
1,1426,Salmon,4.0,117.0,-195.0,74.0
2,1426,Clown,51.0,-6.0,189.0,-234.0
0,1427,Tuna,-7.0,9.0,-102.0,100.0
1,1427,Salmon,4.0,117.0,-194.0,73.0
2,1427,Clown,51.0,-6.0,189.0,-234.0
0,1428,Tuna,-7.0,9.0,-102.0,100.0
1,1428,Salmon,2.0,120.0,-194.0,72.0
2,1428,Clown,51.0,-6.0,189.0,-234.0
0,1429,Tuna,-7.0,9.0,-102.0,100.0
1,1429,Salmon,2.0,121.0,-193.0,70.0
2,1429,Clown,51.0,-6.0,189.0,-234.0
0,1430,Tuna,-7.0,9.0,-102.0,100.0
1,1430,Salmon,2.0,121.0,-194.0,71.0
2,1430,Clown,51.0,-6.0,189.0,-234.0
0,1431,Tuna,-6.0,9.0,-102.0,99.0
1,1431,Salmon,1.0,121.0,-195.0,73.0
2,1431,Clown,51.0,-6.0,189.0,-234.0
0,1432,Tuna,-6.0,9.0,-102.0,99.0
1,1432,Salmon,1.0,121.0,-195.0,73.0
2,1432,Clown,48.0,-6.0,189.0,-231.0
0,1433,Tuna,-6.0,9.0,-102.0,99.0
1,1433,Salmon,1.0,122.0,-195.0,72.0
2,1433,Clown,48.0,-6.0,189.0,-231.0
0,1434,Tuna,-6.0,9.0,-103.0,100.0
1,1434,Salmon,3.0,120.0,-193.0,70.0
2,1434,Clown,48.0,-6.0,189.0,-231.0
0,1435,Tuna,-6.0,9.0,-102.0,99.0
1,1435,Salmon,3.0,120.0,-194.0,71.0
2,1435,Clown,48.0,-6.0,189.0,-231.0
0,1436,Tuna,-6.0,9.0,-102.0,99.0
1,1436,Salmon,3.0,120.0,-194.0,71.0
2,1436,Clown,48.0,-6.0,189.0,-231.0
0,1437,Tuna,-6.0,9.0,-103.0,100.0
1,1437,Salmon,3.0,121.0,-195.0,71.0
2,1437,Clown,48.0,-6.0,189.0,-231.0
0,1438,Tuna,-6.0,9.0,-103.0,100.0
1,1438,Salmon,5.0,121.0,-196.0,70.0
2,1438,Clown,48.0,-6.0,189.0,-231.0
0,1439,Tuna,-6.0,9.0,-103.0,100.0
1,1439,Salmon,5.0,121.0,-195.0,69.0
2,1439,Clown,48.0,-6.0,189.0,-231.0
0,1440,Tuna,-5.0,9.0,-102.0,98.0
1,1440,Salmon,6.0,120.0,-196.0,70.0
2,1440,Clown,48.0,-6.0,189.0,-231.0
0,1441,Tuna,-5.0,9.0,-102.0,98.0
1,1441,Salmon,8.0,120.0,-198.0,70.0
2,1441,Clown,45.0,-3.0,189.0,-231.0
0,1442,Tuna,-5.0,9.0,-103.0,99.0
1,1442,Salmon,8.0,120.0,-199.0,71.0
2,1442,Clown,45.0,-3.0,189.0,-231.0
0,1443,Tuna,-5.0,9.0,-103.0,99.0
1,1443,Salmon,7.0,121.0,-199.0,71.0
2,1443,Clown,45.0,-3.0,189.0,-231.0
0,1444,Tuna,-5.0,9.0,-103.0,99.0
1,1444,Salmon,7.0,122.0,-198.0,69.0
2,1444,Clown,45.0,-3.0,192.0,-234.0
0,1445,Tuna,-5.0,10.0,-104.0,99.0
1,1445,Salmon,6.0,122.0,-197.0,69.0
2,1445,Clown,45.0,-3.0,192.0,-234.0
0,1446,Tuna,-4.0,10.0,-104.0,98.0
1,1446,Salmon,6.0,122.0,-198.0,70.0
2,1446,Clown,45.0,-3.0,192.0,-234.0
0,1447,Tuna,-3.0,9.0,-103.0,97.0
1,1447,Salmon,6.0,123.0,-199.0,70.0
2,1447,Clown,45.0,-3.0,192.0,-234.0
0,1448,Tuna,-3.0,9.0,-103.0,97.0
1,1448,Salmon,6.0,123.0,-197.0,68.0
2,1448,Clown,45.0,3.0,189.0,-237.0
0,1449,Tuna,-2.0,9.0,-104.0,97.0
1,1449,Salmon,7.0,122.0,-199.0,70.0
2,1449,Clown,45.0,3.0,189.0,-237.0
0,1450,Tuna,-3.0,9.0,-103.0,97.0
1,1450,Salmon,6.0,122.0,-199.0,71.0
2,1450,Clown,45.0,3.0,189.0,-237.0
0,1451,Tuna,-3.0,9.0,-103.0,97.0
1,1451,Salmon,5.0,122.0,-198.0,71.0
2,1451,Clown,45.0,3.0,189.0,-237.0
0,1452,Tuna,-3.0,8.0,-101.0,96.0
1,1452,Salmon,5.0,123.0,-199.0,71.0
2,1452,Clown,45.0,3.0,192.0,-240.0
0,1453,Tuna,-3.0,8.0,-101.0,96.0
1,1453,Salmon,4.0,122.0,-199.0,73.0
2,1453,Clown,45.0,3.0,192.0,-240.0
0,1454,Tuna,-3.0,8.0,-101.0,96.0
1,1454,Salmon,3.0,122.0,-200.0,75.0
2,1454,Clown,45.0,3.0,192.0,-240.0
0,1455,Tuna,-3.0,8.0,-101.0,96.0
1,1455,Salmon,3.0,123.0,-202.0,76.0
2,1455,Clown,45.0,3.0,192.0,-240.0
0,1456,Tuna,-2.0,8.0,-101.0,95.0
1,1456,Salmon,4.0,123.0,-200.0,73.0
2,1456,Clown,45.0,6.0,189.0,-240.0
0,1457,Tuna,-2.0,8.0,-101.0,95.0
1,1457,Salmon,4.0,124.0,-200.0,72.0
2,1457,Clown,45.0,6.0,189.0,-240.0
0,1458,Tuna,-2.0,8.0,-101.0,95.0
1,1458,Salmon,4.0,123.0,-201.0,74.0
2,1458,Clown,45.0,6.0,192.0,-243.0
0,1459,Tuna,-2.0,8.0,-102.0,96.0
1,1459,Salmon,2.0,125.0,-203.0,76.0
2,1459,Clown,45.0,6.0,192.0,-243.0
0,1460,Tuna,-1.0,8.0,-102.0,95.0
1,1460,Salmon,2.0,126.0,-203.0,75.0
2,1460,Clown,45.0,6.0,192.0,-243.0
0,1461,Tuna,-2.0,9.0,-101.0,94.0
1,1461,Salmon,1.0,126.0,-202.0,75.0
2,1461,Clown,45.0,6.0,192.0,-243.0
0,1462,Tuna,-2.0,9.0,-102.0,95.0
1,1462,Salmon,1.0,125.0,-200.0,74.0
2,1462,Clown,45.0,6.0,192.0,-243.0
0,1463,Tuna,-2.0,9.0,-102.0,95.0
1,1463,Salmon,-1.0,126.0,-199.0,74.0
2,1463,Clown,45.0,6.0,192.0,-243.0
0,1464,Tuna,-4.0,10.0,-102.0,96.0
1,1464,Salmon,0.0,126.0,-201.0,75.0
2,1464,Clown,45.0,6.0,192.0,-243.0
0,1465,Tuna,-4.0,10.0,-101.0,95.0
1,1465,Salmon,-1.0,126.0,-198.0,73.0
2,1465,Clown,45.0,6.0,192.0,-243.0
0,1466,Tuna,-4.0,10.0,-102.0,96.0
1,1466,Salmon,-1.0,126.0,-198.0,73.0
2,1466,Clown,45.0,6.0,192.0,-243.0
0,1467,Tuna,-3.0,10.0,-102.0,95.0
1,1467,Salmon,0.0,125.0,-198.0,73.0
2,1467,Clown,42.0,6.0,192.0,-240.0
0,1468,Tuna,-3.0,10.0,-102.0,95.0
1,1468,Salmon,0.0,125.0,-196.0,71.0
2,1468,Clown,42.0,6.0,192.0,-240.0
0,1469,Tuna,-3.0,10.0,-102.0,95.0
1,1469,Salmon,0.0,125.0,-196.0,71.0
2,1469,Clown,42.0,6.0,192.0,-240.0
0,1470,Tuna,-3.0,10.0,-101.0,94.0
1,1470,Salmon,0.0,125.0,-196.0,71.0
2,1470,Clown,42.0,6.0,192.0,-240.0
0,1471,Tuna,-4.0,10.0,-100.0,94.0
1,1471,Salmon,1.0,125.0,-195.0,69.0
2,1471,Clown,42.0,6.0,192.0,-240.0
0,1472,Tuna,-4.0,10.0,-100.0,94.0
1,1472,Salmon,0.0,124.0,-193.0,69.0
2,1472,Clown,42.0,6.0,195.0,-243.0
0,1473,Tuna,-4.0,10.0,-100.0,94.0
1,1473,Salmon,1.0,124.0,-193.0,68.0
2,1473,Clown,42.0,6.0,195.0,-243.0
0,1474,Tuna,-4.0,10.0,-101.0,95.0
1,1474,Salmon,1.0,124.0,-192.0,67.0
2,1474,Clown,42.0,6.0,198.0,-246.0
0,1475,Tuna,-4.0,10.0,-101.0,95.0
1,1475,Salmon,1.0,124.0,-193.0,68.0
2,1475,Clown,42.0,6.0,198.0,-246.0
0,1476,Tuna,-4.0,10.0,-102.0,96.0
1,1476,Salmon,1.0,124.0,-193.0,68.0
2,1476,Clown,42.0,6.0,198.0,-246.0
0,1477,Tuna,-4.0,10.0,-103.0,97.0
1,1477,Salmon,2.0,124.0,-195.0,69.0
2,1477,Clown,42.0,6.0,204.0,-252.0
0,1478,Tuna,-4.0,10.0,-103.0,97.0
1,1478,Salmon,2.0,124.0,-195.0,69.0
2,1478,Clown,42.0,6.0,204.0,-252.0
0,1479,Tuna,-4.0,10.0,-103.0,97.0
1,1479,Salmon,2.0,124.0,-196.0,70.0
2,1479,Clown,39.0,9.0,207.0,-255.0
0,1480,Tuna,-5.0,10.0,-103.0,98.0
1,1480,Salmon,1.0,124.0,-197.0,72.0
2,1480,Clown,39.0,9.0,204.0,-252.0
0,1481,Tuna,-5.0,10.0,-103.0,98.0
1,1481,Salmon,-2.0,124.0,-197.0,75.0
2,1481,Clown,39.0,9.0,210.0,-258.0
0,1482,Tuna,-5.0,11.0,-102.0,96.0
1,1482,Salmon,0.0,124.0,-197.0,73.0
2,1482,Clown,39.0,9.0,210.0,-258.0
0,1483,Tuna,-5.0,11.0,-102.0,96.0
1,1483,Salmon,-1.0,124.0,-196.0,73.0
2,1483,Clown,39.0,9.0,210.0,-258.0
0,1484,Tuna,-5.0,11.0,-102.0,96.0
1,1484,Salmon,-3.0,125.0,-197.0,75.0
2,1484,Clown,39.0,9.0,210.0,-258.0
0,1485,Tuna,-5.0,11.0,-102.0,96.0
1,1485,Salmon,-3.0,125.0,-197.0,75.0
2,1485,Clown,39.0,9.0,213.0,-261.0
0,1486,Tuna,-7.0,11.0,-104.0,100.0
1,1486,Salmon,-3.0,125.0,-199.0,77.0
2,1486,Clown,42.0,9.0,213.0,-264.0
0,1487,Tuna,-7.0,11.0,-104.0,100.0
1,1487,Salmon,-3.0,125.0,-199.0,77.0
2,1487,Clown,42.0,9.0,213.0,-264.0
0,1488,Tuna,-8.0,11.0,-103.0,100.0
1,1488,Salmon,-5.0,125.0,-199.0,79.0
2,1488,Clown,42.0,9.0,213.0,-264.0
0,1489,Tuna,-8.0,11.0,-103.0,100.0
1,1489,Salmon,-7.0,125.0,-199.0,81.0
2,1489,Clown,39.0,12.0,213.0,-264.0
0,1490,Tuna,-8.0,11.0,-103.0,100.0
1,1490,Salmon,-7.0,125.0,-198.0,80.0
2,1490,Clown,39.0,12.0,213.0,-264.0
0,1491,Tuna,-8.0,11.0,-103.0,100.0
1,1491,Salmon,-7.0,125.0,-199.0,81.0
2,1491,Clown,39.0,12.0,213.0,-264.0
0,1492,Tuna,-8.0,11.0,-104.0,101.0
1,1492,Salmon,-7.0,125.0,-199.0,81.0
2,1492,Clown,39.0,12.0,213.0,-264.0
0,1493,Tuna,-8.0,11.0,-104.0,101.0
1,1493,Salmon,-7.0,125.0,-199.0,81.0
2,1493,Clown,39.0,12.0,216.0,-267.0
0,1494,Tuna,-8.0,11.0,-104.0,101.0
1,1494,Salmon,-9.0,125.0,-199.0,83.0
2,1494,Clown,36.0,12.0,216.0,-264.0
0,1495,Tuna,-8.0,11.0,-104.0,101.0
1,1495,Salmon,-9.0,125.0,-200.0,84.0
2,1495,Clown,36.0,12.0,216.0,-264.0
0,1496,Tuna,-8.0,11.0,-104.0,101.0
1,1496,Salmon,-9.0,125.0,-202.0,86.0
2,1496,Clown,36.0,12.0,216.0,-264.0
0,1497,Tuna,-8.0,11.0,-104.0,101.0
1,1497,Salmon,-9.0,125.0,-201.0,85.0
2,1497,Clown,36.0,12.0,213.0,-261.0
0,1498,Tuna,-8.0,11.0,-106.0,103.0
1,1498,Salmon,-8.0,125.0,-198.0,81.0
2,1498,Clown,36.0,12.0,216.0,-264.0
0,1499,Tuna,-9.0,11.0,-106.0,104.0
1,1499,Salmon,-9.0,126.0,-199.0,82.0
2,1499,Clown,36.0,15.0,213.0,-264.0
0,1500,Tuna,-9.0,11.0,-107.0,105.0
1,1500,Salmon,-9.0,126.0,-197.0,80.0
2,1500,Clown,39.0,15.0,213.0,-267.0
0,1501,Tuna,-9.0,11.0,-107.0,105.0
1,1501,Salmon,-8.0,126.0,-197.0,79.0
2,1501,Clown,39.0,15.0,213.0,-267.0
0,1502,Tuna,-9.0,11.0,-107.0,105.0
1,1502,Salmon,-9.0,127.0,-197.0,79.0
2,1502,Clown,39.0,15.0,213.0,-267.0
0,1503,Tuna,-9.0,11.0,-107.0,105.0
1,1503,Salmon,-9.0,127.0,-196.0,78.0
2,1503,Clown,39.0,15.0,210.0,-264.0
0,1504,Tuna,-8.0,10.0,-108.0,106.0
1,1504,Salmon,-12.0,129.0,-195.0,78.0
2,1504,Clown,39.0,15.0,213.0,-267.0
0,1505,Tuna,-8.0,10.0,-108.0,106.0
1,1505,Salmon,-12.0,129.0,-196.0,79.0
2,1505,Clown,39.0,15.0,213.0,-267.0
0,1506,Tuna,-8.0,10.0,-110.0,108.0
1,1506,Salmon,-13.0,129.0,-195.0,79.0
2,1506,Clown,39.0,15.0,213.0,-267.0
0,1507,Tuna,-8.0,10.0,-109.0,107.0
1,1507,Salmon,-13.0,128.0,-194.0,79.0
2,1507,Clown,39.0,15.0,213.0,-267.0
0,1508,Tuna,-8.0,10.0,-109.0,107.0
1,1508,Salmon,-13.0,128.0,-195.0,80.0
2,1508,Clown,39.0,15.0,213.0,-267.0
0,1509,Tuna,-8.0,10.0,-109.0,107.0
1,1509,Salmon,-14.0,128.0,-195.0,81.0
2,1509,Clown,39.0,15.0,213.0,-267.0
0,1510,Tuna,-8.0,10.0,-110.0,108.0
1,1510,Salmon,-15.0,129.0,-195.0,81.0
2,1510,Clown,39.0,15.0,213.0,-267.0
0,1511,Tuna,-8.0,10.0,-110.0,108.0
1,1511,Salmon,-15.0,129.0,-196.0,82.0
2,1511,Clown,39.0,15.0,213.0,-267.0
0,1512,Tuna,-8.0,10.0,-112.0,110.0
1,1512,Salmon,-14.0,129.0,-195.0,80.0
2,1512,Clown,39.0,15.0,213.0,-267.0
0,1513,Tuna,-8.0,10.0,-112.0,110.0
1,1513,Salmon,-15.0,129.0,-194.0,80.0
2,1513,Clown,39.0,15.0,213.0,-267.0
0,1514,Tuna,-8.0,10.0,-113.0,111.0
1,1514,Salmon,-16.0,131.0,-195.0,80.0
2,1514,Clown,39.0,15.0,213.0,-267.0
0,1515,Tuna,-8.0,10.0,-113.0,111.0
1,1515,Salmon,-17.0,131.0,-196.0,82.0
2,1515,Clown,39.0,15.0,213.0,-267.0
0,1516,Tuna,-8.0,10.0,-113.0,111.0
1,1516,Salmon,-17.0,131.0,-196.0,82.0
2,1516,Clown,39.0,15.0,216.0,-270.0
0,1517,Tuna,-8.0,10.0,-113.0,111.0
1,1517,Salmon,-17.0,131.0,-196.0,82.0
2,1517,Clown,39.0,15.0,216.0,-270.0
0,1518,Tuna,-8.0,10.0,-112.0,110.0
1,1518,Salmon,-19.0,132.0,-195.0,82.0
2,1518,Clown,42.0,15.0,216.0,-273.0
0,1519,Tuna,-8.0,10.0,-111.0,109.0
1,1519,Salmon,-19.0,132.0,-195.0,82.0
2,1519,Clown,42.0,15.0,216.0,-273.0
0,1520,Tuna,-8.0,10.0,-111.0,109.0
1,1520,Salmon,-21.0,133.0,-195.0,83.0
2,1520,Clown,42.0,15.0,216.0,-273.0
0,1521,Tuna,-8.0,10.0,-111.0,109.0
1,1521,Salmon,-21.0,135.0,-197.0,83.0
2,1521,Clown,45.0,15.0,216.0,-276.0
0,1522,Tuna,-8.0,10.0,-112.0,110.0
1,1522,Salmon,-20.0,136.0,-199.0,83.0
2,1522,Clown,45.0,15.0,216.0,-276.0
0,1523,Tuna,-9.0,11.0,-112.0,110.0
1,1523,Salmon,-20.0,136.0,-199.0,83.0
2,1523,Clown,42.0,15.0,216.0,-273.0
0,1524,Tuna,-9.0,11.0,-112.0,110.0
1,1524,Salmon,-21.0,137.0,-199.0,83.0
2,1524,Clown,42.0,15.0,216.0,-273.0
0,1525,Tuna,-9.0,11.0,-112.0,110.0
1,1525,Salmon,-22.0,137.0,-199.0,84.0
2,1525,Clown,45.0,15.0,216.0,-276.0
0,1526,Tuna,-9.0,11.0,-111.0,109.0
1,1526,Salmon,-24.0,138.0,-200.0,86.0
2,1526,Clown,42.0,18.0,216.0,-276.0
0,1527,Tuna,-9.0,11.0,-111.0,109.0
1,1527,Salmon,-24.0,138.0,-200.0,86.0
2,1527,Clown,42.0,18.0,216.0,-276.0
0,1528,Tuna,-9.0,11.0,-111.0,109.0
1,1528,Salmon,-25.0,138.0,-200.0,87.0
2,1528,Clown,42.0,18.0,216.0,-276.0
0,1529,Tuna,-9.0,11.0,-111.0,109.0
1,1529,Salmon,-25.0,138.0,-200.0,87.0
2,1529,Clown,42.0,18.0,216.0,-276.0
0,1530,Tuna,-9.0,11.0,-111.0,109.0
1,1530,Salmon,-25.0,138.0,-199.0,86.0
2,1530,Clown,42.0,18.0,216.0,-276.0
0,1531,Tuna,-9.0,11.0,-111.0,109.0
1,1531,Salmon,-26.0,139.0,-198.0,85.0
2,1531,Clown,42.0,18.0,216.0,-276.0
0,1532,Tuna,-9.0,11.0,-111.0,109.0
1,1532,Salmon,-26.0,138.0,-197.0,85.0
2,1532,Clown,42.0,18.0,216.0,-276.0
0,1533,Tuna,-9.0,11.0,-111.0,109.0
1,1533,Salmon,-27.0,138.0,-197.0,86.0
