,Time,Type,Zone1,Zone2,Zone3
0,1456,Tuna,18.0,-7.0,-11.0
1,1456,Salmon,81.0,-82.0,1.0
2,1456,Clown,-339.0,339.0,0.0
0,1457,Tuna,18.0,-7.0,-11.0
1,1457,Salmon,81.0,-81.0,0.0
2,1457,Clown,-339.0,339.0,0.0
0,1458,Tuna,19.0,-8.0,-11.0
1,1458,Salmon,80.0,-80.0,0.0
2,1458,Clown,-339.0,339.0,0.0
0,1459,Tuna,19.0,-8.0,-11.0
1,1459,Salmon,79.0,-79.0,0.0
2,1459,Clown,-339.0,339.0,0.0
0,1460,Tuna,19.0,-8.0,-11.0
1,1460,Salmon,79.0,-79.0,0.0
2,1460,Clown,-339.0,342.0,-3.0
0,1461,Tuna,19.0,-8.0,-11.0
1,1461,Salmon,78.0,-78.0,0.0
2,1461,Clown,-336.0,339.0,-3.0
0,1462,Tuna,19.0,-8.0,-11.0
1,1462,Salmon,79.0,-79.0,0.0
2,1462,Clown,-336.0,339.0,-3.0
0,1463,Tuna,19.0,-8.0,-11.0
1,1463,Salmon,79.0,-79.0,0.0
2,1463,Clown,-336.0,339.0,-3.0
0,1464,Tuna,20.0,-9.0,-11.0
1,1464,Salmon,79.0,-79.0,0.0
2,1464,Clown,-336.0,339.0,-3.0
0,1465,Tuna,19.0,-8.0,-11.0
1,1465,Salmon,79.0,-79.0,0.0
2,1465,Clown,-336.0,339.0,-3.0
0,1466,Tuna,20.0,-9.0,-11.0
1,1466,Salmon,79.0,-80.0,1.0
2,1466,Clown,-336.0,339.0,-3.0
0,1467,Tuna,20.0,-9.0,-11.0
1,1467,Salmon,79.0,-79.0,0.0
2,1467,Clown,-336.0,339.0,-3.0
0,1468,Tuna,20.0,-9.0,-11.0
1,1468,Salmon,79.0,-79.0,0.0
2,1468,Clown,-336.0,339.0,-3.0
0,1469,Tuna,20.0,-9.0,-11.0
1,1469,Salmon,79.0,-78.0,-1.0
2,1469,Clown,-336.0,339.0,-3.0
0,1470,Tuna,21.0,-10.0,-11.0
1,1470,Salmon,79.0,-80.0,1.0
2,1470,Clown,-339.0,342.0,-3.0
0,1471,Tuna,21.0,-10.0,-11.0
1,1471,Salmon,78.0,-79.0,1.0
2,1471,Clown,-339.0,339.0,0.0
0,1472,Tuna,21.0,-10.0,-11.0
1,1472,Salmon,77.0,-78.0,1.0
2,1472,Clown,-336.0,336.0,0.0
0,1473,Tuna,20.0,-9.0,-11.0
1,1473,Salmon,78.0,-79.0,1.0
2,1473,Clown,-336.0,336.0,0.0
0,1474,Tuna,20.0,-9.0,-11.0
1,1474,Salmon,77.0,-78.0,1.0
2,1474,Clown,-336.0,336.0,0.0
0,1475,Tuna,20.0,-9.0,-11.0
1,1475,Salmon,77.0,-78.0,1.0
2,1475,Clown,-336.0,336.0,0.0
0,1476,Tuna,20.0,-9.0,-11.0
1,1476,Salmon,77.0,-78.0,1.0
2,1476,Clown,-336.0,336.0,0.0
0,1477,Tuna,20.0,-9.0,-11.0
1,1477,Salmon,75.0,-75.0,0.0
2,1477,Clown,-336.0,336.0,0.0
0,1478,Tuna,20.0,-9.0,-11.0
1,1478,Salmon,75.0,-75.0,0.0
2,1478,Clown,-336.0,336.0,0.0
0,1479,Tuna,20.0,-9.0,-11.0
1,1479,Salmon,75.0,-75.0,0.0
2,1479,Clown,-336.0,336.0,0.0
0,1480,Tuna,19.0,-8.0,-11.0
1,1480,Salmon,75.0,-75.0,0.0
2,1480,Clown,-336.0,336.0,0.0
0,1481,Tuna,18.0,-7.0,-11.0
1,1481,Salmon,76.0,-76.0,0.0
2,1481,Clown,-336.0,336.0,0.0
0,1482,Tuna,17.0,-5.0,-12.0
1,1482,Salmon,75.0,-75.0,0.0
2,1482,Clown,-336.0,336.0,0.0
0,1483,Tuna,19.0,-7.0,-12.0
1,1483,Salmon,75.0,-75.0,0.0
2,1483,Clown,-336.0,333.0,3.0
0,1484,Tuna,19.0,-7.0,-12.0
1,1484,Salmon,75.0,-75.0,0.0
2,1484,Clown,-339.0,339.0,0.0
0,1485,Tuna,18.0,-6.0,-12.0
1,1485,Salmon,74.0,-74.0,0.0
2,1485,Clown,-339.0,339.0,0.0
0,1486,Tuna,19.0,-6.0,-13.0
1,1486,Salmon,74.0,-75.0,1.0
2,1486,Clown,-339.0,336.0,3.0
0,1487,Tuna,19.0,-6.0,-13.0
1,1487,Salmon,74.0,-75.0,1.0
2,1487,Clown,-342.0,342.0,0.0
0,1488,Tuna,18.0,-5.0,-13.0
1,1488,Salmon,74.0,-74.0,0.0
2,1488,Clown,-342.0,342.0,0.0
0,1489,Tuna,18.0,-5.0,-13.0
1,1489,Salmon,74.0,-74.0,0.0
2,1489,Clown,-342.0,342.0,0.0
0,1490,Tuna,18.0,-5.0,-13.0
1,1490,Salmon,73.0,-72.0,-1.0
2,1490,Clown,-342.0,342.0,0.0
0,1491,Tuna,18.0,-5.0,-13.0
1,1491,Salmon,74.0,-73.0,-1.0
2,1491,Clown,-345.0,345.0,0.0
0,1492,Tuna,19.0,-6.0,-13.0
1,1492,Salmon,75.0,-76.0,1.0
2,1492,Clown,-345.0,348.0,-3.0
0,1493,Tuna,20.0,-7.0,-13.0
1,1493,Salmon,74.0,-75.0,1.0
2,1493,Clown,-345.0,348.0,-3.0
0,1494,Tuna,19.0,-6.0,-13.0
1,1494,Salmon,74.0,-75.0,1.0
2,1494,Clown,-345.0,348.0,-3.0
0,1495,Tuna,19.0,-6.0,-13.0
1,1495,Salmon,74.0,-75.0,1.0
2,1495,Clown,-345.0,348.0,-3.0
0,1496,Tuna,18.0,-5.0,-13.0
1,1496,Salmon,74.0,-74.0,0.0
2,1496,Clown,-345.0,348.0,-3.0
0,1497,Tuna,18.0,-5.0,-13.0
1,1497,Salmon,74.0,-75.0,1.0
2,1497,Clown,-345.0,348.0,-3.0
0,1498,Tuna,18.0,-5.0,-13.0
1,1498,Salmon,74.0,-75.0,1.0
2,1498,Clown,-345.0,345.0,0.0
0,1499,Tuna,18.0,-5.0,-13.0
1,1499,Salmon,74.0,-75.0,1.0
2,1499,Clown,-342.0,342.0,0.0
0,1500,Tuna,18.0,-5.0,-13.0
1,1500,Salmon,74.0,-74.0,0.0
2,1500,Clown,-342.0,342.0,0.0
0,1501,Tuna,18.0,-5.0,-13.0
1,1501,Salmon,74.0,-75.0,1.0
2,1501,Clown,-342.0,342.0,0.0
0,1502,Tuna,17.0,-4.0,-13.0
1,1502,Salmon,75.0,-76.0,1.0
2,1502,Clown,-342.0,342.0,0.0
0,1503,Tuna,17.0,-5.0,-12.0
1,1503,Salmon,74.0,-75.0,1.0
2,1503,Clown,-345.0,342.0,3.0
0,1504,Tuna,17.0,-6.0,-11.0
1,1504,Salmon,74.0,-74.0,0.0
2,1504,Clown,-345.0,345.0,0.0
0,1505,Tuna,17.0,-6.0,-11.0
1,1505,Salmon,73.0,-74.0,1.0
2,1505,Clown,-345.0,345.0,0.0
0,1506,Tuna,17.0,-6.0,-11.0
1,1506,Salmon,73.0,-74.0,1.0
2,1506,Clown,-345.0,345.0,0.0
0,1507,Tuna,16.0,-4.0,-12.0
1,1507,Salmon,75.0,-76.0,1.0
2,1507,Clown,-345.0,348.0,-3.0
0,1508,Tuna,16.0,-4.0,-12.0
1,1508,Salmon,75.0,-76.0,1.0
2,1508,Clown,-345.0,348.0,-3.0
0,1509,Tuna,16.0,-4.0,-12.0
1,1509,Salmon,75.0,-76.0,1.0
2,1509,Clown,-345.0,348.0,-3.0
0,1510,Tuna,16.0,-4.0,-12.0
1,1510,Salmon,75.0,-76.0,1.0
2,1510,Clown,-345.0,345.0,0.0
0,1511,Tuna,14.0,-2.0,-12.0
1,1511,Salmon,75.0,-76.0,1.0
2,1511,Clown,-345.0,345.0,0.0
0,1512,Tuna,14.0,-2.0,-12.0
1,1512,Salmon,74.0,-75.0,1.0
2,1512,Clown,-345.0,345.0,0.0
0,1513,Tuna,14.0,-2.0,-12.0
1,1513,Salmon,74.0,-75.0,1.0
2,1513,Clown,-345.0,345.0,0.0
0,1514,Tuna,14.0,-2.0,-12.0
1,1514,Salmon,73.0,-74.0,1.0
2,1514,Clown,-345.0,345.0,0.0
0,1515,Tuna,14.0,-2.0,-12.0
1,1515,Salmon,73.0,-74.0,1.0
2,1515,Clown,-345.0,345.0,0.0
0,1516,Tuna,15.0,-3.0,-12.0
1,1516,Salmon,73.0,-75.0,2.0
2,1516,Clown,-345.0,345.0,0.0
0,1517,Tuna,15.0,-3.0,-12.0
1,1517,Salmon,72.0,-73.0,1.0
2,1517,Clown,-345.0,345.0,0.0
0,1518,Tuna,15.0,-3.0,-12.0
1,1518,Salmon,72.0,-73.0,1.0
2,1518,Clown,-345.0,342.0,3.0
0,1519,Tuna,13.0,-1.0,-12.0
1,1519,Salmon,72.0,-73.0,1.0
2,1519,Clown,-345.0,342.0,3.0
0,1520,Tuna,13.0,-1.0,-12.0
1,1520,Salmon,73.0,-74.0,1.0
2,1520,Clown,-345.0,342.0,3.0
0,1521,Tuna,12.0,0.0,-12.0
1,1521,Salmon,72.0,-73.0,1.0
2,1521,Clown,-345.0,339.0,6.0
0,1522,Tuna,12.0,0.0,-12.0
1,1522,Salmon,72.0,-74.0,2.0
2,1522,Clown,-345.0,339.0,6.0
0,1523,Tuna,12.0,0.0,-12.0
1,1523,Salmon,73.0,-74.0,1.0
2,1523,Clown,-345.0,339.0,6.0
0,1524,Tuna,12.0,0.0,-12.0
1,1524,Salmon,72.0,-74.0,2.0
2,1524,Clown,-345.0,339.0,6.0
0,1525,Tuna,12.0,0.0,-12.0
1,1525,Salmon,72.0,-75.0,3.0
2,1525,Clown,-345.0,339.0,6.0
0,1526,Tuna,12.0,0.0,-12.0
1,1526,Salmon,72.0,-73.0,1.0
2,1526,Clown,-345.0,336.0,9.0
0,1527,Tuna,13.0,-1.0,-12.0
1,1527,Salmon,71.0,-72.0,1.0
2,1527,Clown,-345.0,336.0,9.0
0,1528,Tuna,14.0,-2.0,-12.0
1,1528,Salmon,71.0,-73.0,2.0
2,1528,Clown,-345.0,336.0,9.0
0,1529,Tuna,15.0,-3.0,-12.0
1,1529,Salmon,71.0,-74.0,3.0
2,1529,Clown,-345.0,336.0,9.0
0,1530,Tuna,17.0,-6.0,-11.0
1,1530,Salmon,72.0,-75.0,3.0
2,1530,Clown,-345.0,336.0,9.0
0,1531,Tuna,16.0,-5.0,-11.0
1,1531,Salmon,73.0,-76.0,3.0
2,1531,Clown,-345.0,336.0,9.0
0,1532,Tuna,16.0,-5.0,-11.0
1,1532,Salmon,73.0,-77.0,4.0
2,1532,Clown,-345.0,336.0,9.0
0,1533,Tuna,16.0,-5.0,-11.0
1,1533,Salmon,73.0,-77.0,4.0
2,1533,Clown,-345.0,336.0,9.0
0,1534,Tuna,16.0,-5.0,-11.0
1,1534,Salmon,73.0,-77.0,4.0
2,1534,Clown,-348.0,339.0,9.0
0,1535,Tuna,16.0,-3.0,-13.0
1,1535,Salmon,74.0,-78.0,4.0
2,1535,Clown,-345.0,336.0,9.0
0,1536,Tuna,16.0,-3.0,-13.0
1,1536,Salmon,74.0,-78.0,4.0
2,1536,Clown,-348.0,339.0,9.0
0,1537,Tuna,16.0,-3.0,-13.0
1,1537,Salmon,74.0,-78.0,4.0
2,1537,Clown,-348.0,336.0,12.0
0,1538,Tuna,16.0,-3.0,-13.0
1,1538,Salmon,74.0,-78.0,4.0
2,1538,Clown,-351.0,339.0,12.0
0,1539,Tuna,16.0,-3.0,-13.0
1,1539,Salmon,73.0,-77.0,4.0
2,1539,Clown,-351.0,339.0,12.0
0,1540,Tuna,16.0,-3.0,-13.0
1,1540,Salmon,73.0,-78.0,5.0
2,1540,Clown,-351.0,339.0,12.0
0,1541,Tuna,16.0,-3.0,-13.0
1,1541,Salmon,73.0,-78.0,5.0
2,1541,Clown,-351.0,339.0,12.0
0,1542,Tuna,17.0,-5.0,-12.0
1,1542,Salmon,73.0,-77.0,4.0
2,1542,Clown,-354.0,342.0,12.0
0,1543,Tuna,17.0,-4.0,-13.0
1,1543,Salmon,73.0,-77.0,4.0
2,1543,Clown,-354.0,342.0,12.0
0,1544,Tuna,17.0,-4.0,-13.0
1,1544,Salmon,72.0,-76.0,4.0
2,1544,Clown,-357.0,339.0,18.0
0,1545,Tuna,16.0,-3.0,-13.0
1,1545,Salmon,72.0,-76.0,4.0
2,1545,Clown,-357.0,339.0,18.0
0,1546,Tuna,16.0,-3.0,-13.0
1,1546,Salmon,73.0,-78.0,5.0
2,1546,Clown,-357.0,336.0,21.0
0,1547,Tuna,16.0,-3.0,-13.0
1,1547,Salmon,73.0,-77.0,4.0
2,1547,Clown,-357.0,336.0,21.0
0,1548,Tuna,16.0,-3.0,-13.0
1,1548,Salmon,73.0,-77.0,4.0
2,1548,Clown,-360.0,339.0,21.0
0,1549,Tuna,16.0,-3.0,-13.0
1,1549,Salmon,73.0,-77.0,4.0
2,1549,Clown,-360.0,339.0,21.0
0,1550,Tuna,17.0,-4.0,-13.0
1,1550,Salmon,73.0,-78.0,5.0
2,1550,Clown,-363.0,342.0,21.0
0,1551,Tuna,17.0,-4.0,-13.0
1,1551,Salmon,73.0,-79.0,6.0
2,1551,Clown,-366.0,345.0,21.0
0,1552,Tuna,17.0,-4.0,-13.0
1,1552,Salmon,73.0,-79.0,6.0
2,1552,Clown,-366.0,345.0,21.0
0,1553,Tuna,19.0,-6.0,-13.0
1,1553,Salmon,73.0,-79.0,6.0
2,1553,Clown,-363.0,342.0,21.0
0,1554,Tuna,19.0,-5.0,-14.0
1,1554,Salmon,74.0,-81.0,7.0
2,1554,Clown,-363.0,342.0,21.0
0,1555,Tuna,21.0,-7.0,-14.0
1,1555,Salmon,74.0,-80.0,6.0
2,1555,Clown,-363.0,342.0,21.0
0,1556,Tuna,21.0,-7.0,-14.0
1,1556,Salmon,74.0,-79.0,5.0
2,1556,Clown,-363.0,342.0,21.0
0,1557,Tuna,22.0,-8.0,-14.0
1,1557,Salmon,74.0,-77.0,3.0
2,1557,Clown,-363.0,342.0,21.0
0,1558,Tuna,22.0,-8.0,-14.0
1,1558,Salmon,76.0,-79.0,3.0
2,1558,Clown,-366.0,348.0,18.0
0,1559,Tuna,22.0,-8.0,-14.0
1,1559,Salmon,76.0,-78.0,2.0
2,1559,Clown,-366.0,348.0,18.0
0,1560,Tuna,23.0,-9.0,-14.0
1,1560,Salmon,77.0,-78.0,1.0
2,1560,Clown,-366.0,345.0,21.0
0,1561,Tuna,23.0,-9.0,-14.0
1,1561,Salmon,77.0,-78.0,1.0
2,1561,Clown,-366.0,345.0,21.0
0,1562,Tuna,24.0,-10.0,-14.0
1,1562,Salmon,78.0,-78.0,0.0
2,1562,Clown,-369.0,348.0,21.0
0,1563,Tuna,25.0,-11.0,-14.0
1,1563,Salmon,78.0,-79.0,1.0
2,1563,Clown,-369.0,348.0,21.0
0,1564,Tuna,25.0,-11.0,-14.0
1,1564,Salmon,78.0,-78.0,0.0
2,1564,Clown,-369.0,348.0,21.0
0,1565,Tuna,27.0,-13.0,-14.0
1,1565,Salmon,79.0,-79.0,0.0
2,1565,Clown,-369.0,348.0,21.0
0,1566,Tuna,27.0,-13.0,-14.0
1,1566,Salmon,79.0,-79.0,0.0
2,1566,Clown,-369.0,345.0,24.0
0,1567,Tuna,25.0,-11.0,-14.0
1,1567,Salmon,79.0,-80.0,1.0
2,1567,Clown,-369.0,345.0,24.0
0,1568,Tuna,25.0,-11.0,-14.0
1,1568,Salmon,78.0,-79.0,1.0
2,1568,Clown,-369.0,345.0,24.0
0,1569,Tuna,25.0,-11.0,-14.0
1,1569,Salmon,78.0,-80.0,2.0
2,1569,Clown,-369.0,345.0,24.0
0,1570,Tuna,25.0,-11.0,-14.0
1,1570,Salmon,77.0,-79.0,2.0
2,1570,Clown,-369.0,342.0,27.0
0,1571,Tuna,25.0,-11.0,-14.0
1,1571,Salmon,76.0,-77.0,1.0
2,1571,Clown,-372.0,345.0,27.0
0,1572,Tuna,25.0,-11.0,-14.0
1,1572,Salmon,76.0,-77.0,1.0
2,1572,Clown,-372.0,345.0,27.0
0,1573,Tuna,25.0,-11.0,-14.0
1,1573,Salmon,76.0,-78.0,2.0
2,1573,Clown,-372.0,345.0,27.0
0,1574,Tuna,25.0,-11.0,-14.0
1,1574,Salmon,76.0,-78.0,2.0
2,1574,Clown,-372.0,345.0,27.0
0,1575,Tuna,25.0,-11.0,-14.0
1,1575,Salmon,76.0,-79.0,3.0
2,1575,Clown,-372.0,345.0,27.0
0,1576,Tuna,25.0,-11.0,-14.0
1,1576,Salmon,77.0,-82.0,5.0
2,1576,Clown,-372.0,345.0,27.0
0,1577,Tuna,26.0,-12.0,-14.0
1,1577,Salmon,77.0,-80.0,3.0
2,1577,Clown,-369.0,342.0,27.0
0,1578,Tuna,26.0,-12.0,-14.0
1,1578,Salmon,77.0,-80.0,3.0
2,1578,Clown,-372.0,345.0,27.0
0,1579,Tuna,29.0,-15.0,-14.0
1,1579,Salmon,78.0,-81.0,3.0
2,1579,Clown,-369.0,342.0,27.0
0,1580,Tuna,29.0,-15.0,-14.0
1,1580,Salmon,77.0,-80.0,3.0
2,1580,Clown,-369.0,342.0,27.0
0,1581,Tuna,29.0,-15.0,-14.0
1,1581,Salmon,77.0,-79.0,2.0
2,1581,Clown,-366.0,339.0,27.0
0,1582,Tuna,29.0,-15.0,-14.0
1,1582,Salmon,77.0,-80.0,3.0
2,1582,Clown,-369.0,342.0,27.0
0,1583,Tuna,29.0,-15.0,-14.0
1,1583,Salmon,77.0,-80.0,3.0
2,1583,Clown,-369.0,342.0,27.0
0,1584,Tuna,29.0,-15.0,-14.0
1,1584,Salmon,78.0,-81.0,3.0
2,1584,Clown,-369.0,342.0,27.0
0,1585,Tuna,28.0,-14.0,-14.0
1,1585,Salmon,78.0,-81.0,3.0
2,1585,Clown,-366.0,339.0,27.0
0,1586,Tuna,27.0,-13.0,-14.0
1,1586,Salmon,77.0,-81.0,4.0
2,1586,Clown,-363.0,336.0,27.0
0,1587,Tuna,27.0,-13.0,-14.0
1,1587,Salmon,77.0,-81.0,4.0
2,1587,Clown,-366.0,339.0,27.0
0,1588,Tuna,27.0,-13.0,-14.0
1,1588,Salmon,77.0,-82.0,5.0
2,1588,Clown,-366.0,339.0,27.0
0,1589,Tuna,27.0,-13.0,-14.0
1,1589,Salmon,77.0,-82.0,5.0
2,1589,Clown,-366.0,339.0,27.0
0,1590,Tuna,26.0,-12.0,-14.0
1,1590,Salmon,77.0,-83.0,6.0
2,1590,Clown,-366.0,339.0,27.0
0,1591,Tuna,26.0,-12.0,-14.0
1,1591,Salmon,77.0,-83.0,6.0
2,1591,Clown,-363.0,336.0,27.0
0,1592,Tuna,26.0,-12.0,-14.0
1,1592,Salmon,76.0,-82.0,6.0
2,1592,Clown,-363.0,336.0,27.0
0,1593,Tuna,26.0,-12.0,-14.0
1,1593,Salmon,76.0,-83.0,7.0
2,1593,Clown,-360.0,333.0,27.0
0,1594,Tuna,25.0,-11.0,-14.0
1,1594,Salmon,77.0,-85.0,8.0
2,1594,Clown,-360.0,333.0,27.0
0,1595,Tuna,26.0,-12.0,-14.0
1,1595,Salmon,77.0,-85.0,8.0
2,1595,Clown,-363.0,336.0,27.0
0,1596,Tuna,26.0,-11.0,-15.0
1,1596,Salmon,76.0,-84.0,8.0
2,1596,Clown,-363.0,336.0,27.0
0,1597,Tuna,26.0,-11.0,-15.0
1,1597,Salmon,76.0,-84.0,8.0
2,1597,Clown,-363.0,336.0,27.0
0,1598,Tuna,27.0,-12.0,-15.0
1,1598,Salmon,76.0,-85.0,9.0
2,1598,Clown,-360.0,333.0,27.0
0,1599,Tuna,27.0,-12.0,-15.0
1,1599,Salmon,76.0,-86.0,10.0
2,1599,Clown,-360.0,333.0,27.0
0,1600,Tuna,29.0,-14.0,-15.0
1,1600,Salmon,76.0,-85.0,9.0
2,1600,Clown,-363.0,336.0,27.0
0,1601,Tuna,31.0,-16.0,-15.0
1,1601,Salmon,76.0,-85.0,9.0
2,1601,Clown,-360.0,333.0,27.0
0,1602,Tuna,31.0,-16.0,-15.0
1,1602,Salmon,76.0,-85.0,9.0
2,1602,Clown,-360.0,333.0,27.0
0,1603,Tuna,31.0,-16.0,-15.0
1,1603,Salmon,75.0,-84.0,9.0
2,1603,Clown,-360.0,333.0,27.0
0,1604,Tuna,31.0,-16.0,-15.0
1,1604,Salmon,74.0,-84.0,10.0
2,1604,Clown,-360.0,333.0,27.0
0,1605,Tuna,30.0,-16.0,-14.0
1,1605,Salmon,74.0,-84.0,10.0
2,1605,Clown,-363.0,336.0,27.0
0,1606,Tuna,30.0,-16.0,-14.0
1,1606,Salmon,74.0,-84.0,10.0
2,1606,Clown,-363.0,336.0,27.0
0,1607,Tuna,31.0,-17.0,-14.0
1,1607,Salmon,74.0,-84.0,10.0
2,1607,Clown,-363.0,336.0,27.0
0,1608,Tuna,31.0,-17.0,-14.0
1,1608,Salmon,74.0,-85.0,11.0
2,1608,Clown,-369.0,342.0,27.0
0,1609,Tuna,30.0,-16.0,-14.0
1,1609,Salmon,73.0,-83.0,10.0
2,1609,Clown,-369.0,342.0,27.0
0,1610,Tuna,28.0,-14.0,-14.0
1,1610,Salmon,73.0,-83.0,10.0
2,1610,Clown,-369.0,342.0,27.0
0,1611,Tuna,28.0,-14.0,-14.0
1,1611,Salmon,73.0,-83.0,10.0
2,1611,Clown,-369.0,342.0,27.0
0,1612,Tuna,28.0,-14.0,-14.0
1,1612,Salmon,74.0,-83.0,9.0
2,1612,Clown,-369.0,342.0,27.0
0,1613,Tuna,28.0,-14.0,-14.0
1,1613,Salmon,74.0,-83.0,9.0
2,1613,Clown,-369.0,342.0,27.0
0,1614,Tuna,28.0,-14.0,-14.0
1,1614,Salmon,74.0,-83.0,9.0
2,1614,Clown,-369.0,342.0,27.0
0,1615,Tuna,28.0,-15.0,-13.0
1,1615,Salmon,74.0,-83.0,9.0
2,1615,Clown,-369.0,342.0,27.0
0,1616,Tuna,28.0,-15.0,-13.0
1,1616,Salmon,76.0,-85.0,9.0
2,1616,Clown,-366.0,339.0,27.0
0,1617,Tuna,28.0,-15.0,-13.0
1,1617,Salmon,76.0,-85.0,9.0
2,1617,Clown,-366.0,339.0,27.0
0,1618,Tuna,28.0,-15.0,-13.0
1,1618,Salmon,76.0,-85.0,9.0
2,1618,Clown,-366.0,339.0,27.0
0,1619,Tuna,28.0,-16.0,-12.0
1,1619,Salmon,76.0,-86.0,10.0
2,1619,Clown,-366.0,339.0,27.0
0,1620,Tuna,28.0,-16.0,-12.0
1,1620,Salmon,77.0,-87.0,10.0
2,1620,Clown,-366.0,339.0,27.0
0,1621,Tuna,28.0,-16.0,-12.0
1,1621,Salmon,79.0,-90.0,11.0
2,1621,Clown,-366.0,339.0,27.0
0,1622,Tuna,28.0,-16.0,-12.0
1,1622,Salmon,78.0,-89.0,11.0
2,1622,Clown,-366.0,339.0,27.0
0,1623,Tuna,28.0,-16.0,-12.0
1,1623,Salmon,79.0,-90.0,11.0
2,1623,Clown,-366.0,339.0,27.0
0,1624,Tuna,29.0,-17.0,-12.0
1,1624,Salmon,78.0,-89.0,11.0
2,1624,Clown,-366.0,339.0,27.0
0,1625,Tuna,28.0,-16.0,-12.0
1,1625,Salmon,78.0,-88.0,10.0
2,1625,Clown,-366.0,339.0,27.0
0,1626,Tuna,28.0,-16.0,-12.0
1,1626,Salmon,78.0,-88.0,10.0
2,1626,Clown,-366.0,339.0,27.0
0,1627,Tuna,29.0,-17.0,-12.0
1,1627,Salmon,79.0,-87.0,8.0
2,1627,Clown,-369.0,342.0,27.0
0,1628,Tuna,29.0,-17.0,-12.0
1,1628,Salmon,79.0,-86.0,7.0
2,1628,Clown,-369.0,342.0,27.0
0,1629,Tuna,29.0,-17.0,-12.0
1,1629,Salmon,79.0,-87.0,8.0
2,1629,Clown,-369.0,345.0,24.0
0,1630,Tuna,29.0,-17.0,-12.0
1,1630,Salmon,80.0,-88.0,8.0
2,1630,Clown,-369.0,345.0,24.0
0,1631,Tuna,29.0,-17.0,-12.0
1,1631,Salmon,80.0,-88.0,8.0
2,1631,Clown,-369.0,345.0,24.0
0,1632,Tuna,29.0,-17.0,-12.0
1,1632,Salmon,80.0,-87.0,7.0
2,1632,Clown,-369.0,345.0,24.0
0,1633,Tuna,28.0,-16.0,-12.0
1,1633,Salmon,80.0,-87.0,7.0
2,1633,Clown,-369.0,348.0,21.0
0,1634,Tuna,28.0,-16.0,-12.0
1,1634,Salmon,81.0,-89.0,8.0
2,1634,Clown,-369.0,348.0,21.0
0,1635,Tuna,29.0,-17.0,-12.0
1,1635,Salmon,80.0,-88.0,8.0
2,1635,Clown,-372.0,351.0,21.0
0,1636,Tuna,29.0,-17.0,-12.0
1,1636,Salmon,81.0,-89.0,8.0
2,1636,Clown,-372.0,351.0,21.0
0,1637,Tuna,29.0,-17.0,-12.0
1,1637,Salmon,81.0,-89.0,8.0
2,1637,Clown,-372.0,351.0,21.0
0,1638,Tuna,29.0,-17.0,-12.0
1,1638,Salmon,82.0,-90.0,8.0
2,1638,Clown,-372.0,348.0,24.0
0,1639,Tuna,29.0,-17.0,-12.0
1,1639,Salmon,81.0,-89.0,8.0
2,1639,Clown,-375.0,351.0,24.0
0,1640,Tuna,29.0,-17.0,-12.0
1,1640,Salmon,80.0,-87.0,7.0
2,1640,Clown,-378.0,354.0,24.0
0,1641,Tuna,28.0,-16.0,-12.0
1,1641,Salmon,80.0,-87.0,7.0
2,1641,Clown,-378.0,354.0,24.0
0,1642,Tuna,28.0,-16.0,-12.0
1,1642,Salmon,80.0,-88.0,8.0
2,1642,Clown,-378.0,354.0,24.0
0,1643,Tuna,28.0,-16.0,-12.0
1,1643,Salmon,80.0,-88.0,8.0
2,1643,Clown,-378.0,354.0,24.0
0,1644,Tuna,26.0,-14.0,-12.0
1,1644,Salmon,80.0,-86.0,6.0
2,1644,Clown,-381.0,357.0,24.0
0,1645,Tuna,25.0,-13.0,-12.0
1,1645,Salmon,78.0,-84.0,6.0
2,1645,Clown,-381.0,357.0,24.0
0,1646,Tuna,25.0,-13.0,-12.0
1,1646,Salmon,78.0,-84.0,6.0
2,1646,Clown,-381.0,357.0,24.0
0,1647,Tuna,25.0,-14.0,-11.0
1,1647,Salmon,78.0,-84.0,6.0
2,1647,Clown,-384.0,360.0,24.0
0,1648,Tuna,24.0,-13.0,-11.0
1,1648,Salmon,78.0,-84.0,6.0
2,1648,Clown,-384.0,360.0,24.0
0,1649,Tuna,24.0,-13.0,-11.0
1,1649,Salmon,78.0,-84.0,6.0
2,1649,Clown,-387.0,363.0,24.0
0,1650,Tuna,25.0,-14.0,-11.0
1,1650,Salmon,78.0,-83.0,5.0
2,1650,Clown,-387.0,366.0,21.0
0,1651,Tuna,25.0,-13.0,-12.0
1,1651,Salmon,79.0,-84.0,5.0
2,1651,Clown,-387.0,366.0,21.0
0,1652,Tuna,25.0,-13.0,-12.0
1,1652,Salmon,77.0,-81.0,4.0
2,1652,Clown,-387.0,366.0,21.0
0,1653,Tuna,25.0,-13.0,-12.0
1,1653,Salmon,77.0,-82.0,5.0
2,1653,Clown,-387.0,366.0,21.0
0,1654,Tuna,23.0,-11.0,-12.0
1,1654,Salmon,77.0,-82.0,5.0
2,1654,Clown,-387.0,366.0,21.0
0,1655,Tuna,23.0,-11.0,-12.0
1,1655,Salmon,77.0,-82.0,5.0
2,1655,Clown,-387.0,363.0,24.0
0,1656,Tuna,23.0,-11.0,-12.0
1,1656,Salmon,76.0,-81.0,5.0
2,1656,Clown,-387.0,363.0,24.0
0,1657,Tuna,24.0,-12.0,-12.0
1,1657,Salmon,77.0,-82.0,5.0
2,1657,Clown,-387.0,360.0,27.0
