,Time,Type,Zone1,Zone2,Zone3
2,598,Clown,-162.0,186.0,-24.0
0,599,Tuna,-12.0,5.0,7.0
1,599,Salmon,15.0,-28.0,13.0
2,599,Clown,-162.0,186.0,-24.0
0,600,Tuna,-12.0,5.0,7.0
1,600,Salmon,15.0,-27.0,12.0
2,600,Clown,-165.0,189.0,-24.0
0,601,Tuna,-12.0,5.0,7.0
1,601,Salmon,14.0,-26.0,12.0
2,601,Clown,-168.0,192.0,-24.0
0,602,Tuna,-12.0,5.0,7.0
1,602,Salmon,15.0,-28.0,13.0
2,602,Clown,-168.0,192.0,-24.0
0,603,Tuna,-12.0,4.0,8.0
1,603,Salmon,16.0,-28.0,12.0
2,603,Clown,-171.0,195.0,-24.0
0,604,Tuna,-12.0,4.0,8.0
1,604,Salmon,16.0,-28.0,12.0
2,604,Clown,-171.0,195.0,-24.0
0,605,Tuna,-12.0,3.0,9.0
1,605,Salmon,15.0,-27.0,12.0
2,605,Clown,-171.0,195.0,-24.0
0,606,Tuna,-12.0,3.0,9.0
1,606,Salmon,17.0,-29.0,12.0
2,606,Clown,-171.0,195.0,-24.0
0,607,Tuna,-12.0,3.0,9.0
1,607,Salmon,18.0,-30.0,12.0
2,607,Clown,-174.0,198.0,-24.0
0,608,Tuna,-12.0,3.0,9.0
1,608,Salmon,18.0,-30.0,12.0
2,608,Clown,-177.0,201.0,-24.0
0,609,Tuna,-12.0,3.0,9.0
1,609,Salmon,18.0,-30.0,12.0
2,609,Clown,-177.0,201.0,-24.0
0,610,Tuna,-12.0,3.0,9.0
1,610,Salmon,19.0,-30.0,11.0
2,610,Clown,-177.0,201.0,-24.0
0,611,Tuna,-12.0,3.0,9.0
1,611,Salmon,19.0,-31.0,12.0
2,611,Clown,-180.0,204.0,-24.0
0,612,Tuna,-12.0,3.0,9.0
1,612,Salmon,18.0,-30.0,12.0
2,612,Clown,-180.0,204.0,-24.0
0,613,Tuna,-12.0,3.0,9.0
1,613,Salmon,19.0,-31.0,12.0
2,613,Clown,-180.0,204.0,-24.0
0,614,Tuna,-12.0,3.0,9.0
1,614,Salmon,19.0,-32.0,13.0
2,614,Clown,-180.0,204.0,-24.0
0,615,Tuna,-12.0,3.0,9.0
1,615,Salmon,19.0,-31.0,12.0
2,615,Clown,-180.0,204.0,-24.0
0,616,Tuna,-12.0,3.0,9.0
1,616,Salmon,19.0,-31.0,12.0
2,616,Clown,-183.0,207.0,-24.0
0,617,Tuna,-12.0,3.0,9.0
1,617,Salmon,19.0,-31.0,12.0
2,617,Clown,-183.0,207.0,-24.0
0,618,Tuna,-13.0,4.0,9.0
1,618,Salmon,19.0,-31.0,12.0
2,618,Clown,-183.0,207.0,-24.0
0,619,Tuna,-14.0,5.0,9.0
1,619,Salmon,19.0,-30.0,11.0
2,619,Clown,-183.0,207.0,-24.0
0,620,Tuna,-14.0,5.0,9.0
1,620,Salmon,19.0,-30.0,11.0
2,620,Clown,-183.0,207.0,-24.0
0,621,Tuna,-14.0,5.0,9.0
1,621,Salmon,20.0,-31.0,11.0
2,621,Clown,-183.0,207.0,-24.0
0,622,Tuna,-14.0,5.0,9.0
1,622,Salmon,22.0,-33.0,11.0
2,622,Clown,-183.0,207.0,-24.0
0,623,Tuna,-14.0,5.0,9.0
1,623,Salmon,22.0,-33.0,11.0
2,623,Clown,-189.0,210.0,-21.0
0,624,Tuna,-14.0,5.0,9.0
1,624,Salmon,22.0,-32.0,10.0
2,624,Clown,-189.0,210.0,-21.0
0,625,Tuna,-14.0,5.0,9.0
1,625,Salmon,20.0,-29.0,9.0
2,625,Clown,-195.0,216.0,-21.0
0,626,Tuna,-14.0,5.0,9.0
1,626,Salmon,20.0,-29.0,9.0
2,626,Clown,-195.0,216.0,-21.0
0,627,Tuna,-14.0,5.0,9.0
1,627,Salmon,22.0,-31.0,9.0
2,627,Clown,-195.0,219.0,-24.0
0,628,Tuna,-14.0,5.0,9.0
1,628,Salmon,22.0,-30.0,8.0
2,628,Clown,-195.0,219.0,-24.0
0,629,Tuna,-13.0,4.0,9.0
1,629,Salmon,22.0,-30.0,8.0
2,629,Clown,-195.0,219.0,-24.0
0,630,Tuna,-13.0,4.0,9.0
1,630,Salmon,23.0,-31.0,8.0
2,630,Clown,-195.0,219.0,-24.0
0,631,Tuna,-13.0,4.0,9.0
1,631,Salmon,23.0,-31.0,8.0
2,631,Clown,-195.0,219.0,-24.0
0,632,Tuna,-13.0,4.0,9.0
1,632,Salmon,24.0,-32.0,8.0
2,632,Clown,-195.0,222.0,-27.0
0,633,Tuna,-12.0,3.0,9.0
1,633,Salmon,24.0,-31.0,7.0
2,633,Clown,-198.0,228.0,-30.0
0,634,Tuna,-12.0,3.0,9.0
1,634,Salmon,24.0,-31.0,7.0
2,634,Clown,-201.0,231.0,-30.0
0,635,Tuna,-12.0,3.0,9.0
1,635,Salmon,24.0,-31.0,7.0
2,635,Clown,-201.0,231.0,-30.0
0,636,Tuna,-12.0,3.0,9.0
1,636,Salmon,24.0,-31.0,7.0
2,636,Clown,-201.0,231.0,-30.0
0,637,Tuna,-11.0,2.0,9.0
1,637,Salmon,25.0,-32.0,7.0
2,637,Clown,-201.0,231.0,-30.0
0,638,Tuna,-11.0,2.0,9.0
1,638,Salmon,25.0,-32.0,7.0
2,638,Clown,-201.0,231.0,-30.0
0,639,Tuna,-11.0,2.0,9.0
1,639,Salmon,25.0,-31.0,6.0
2,639,Clown,-201.0,234.0,-33.0
0,640,Tuna,-11.0,2.0,9.0
1,640,Salmon,25.0,-31.0,6.0
2,640,Clown,-201.0,234.0,-33.0
0,641,Tuna,-9.0,0.0,9.0
1,641,Salmon,24.0,-31.0,7.0
2,641,Clown,-201.0,237.0,-36.0
0,642,Tuna,-9.0,0.0,9.0
1,642,Salmon,25.0,-32.0,7.0
2,642,Clown,-204.0,237.0,-33.0
0,643,Tuna,-10.0,1.0,9.0
1,643,Salmon,25.0,-32.0,7.0
2,643,Clown,-204.0,237.0,-33.0
0,644,Tuna,-9.0,0.0,9.0
1,644,Salmon,25.0,-32.0,7.0
2,644,Clown,-204.0,237.0,-33.0
0,645,Tuna,-9.0,0.0,9.0
1,645,Salmon,25.0,-32.0,7.0
2,645,Clown,-204.0,237.0,-33.0
0,646,Tuna,-9.0,0.0,9.0
1,646,Salmon,25.0,-32.0,7.0
2,646,Clown,-207.0,240.0,-33.0
0,647,Tuna,-8.0,-1.0,9.0
1,647,Salmon,25.0,-31.0,6.0
2,647,Clown,-207.0,240.0,-33.0
0,648,Tuna,-8.0,-1.0,9.0
1,648,Salmon,27.0,-33.0,6.0
2,648,Clown,-207.0,240.0,-33.0
0,649,Tuna,-9.0,0.0,9.0
1,649,Salmon,26.0,-31.0,5.0
2,649,Clown,-207.0,237.0,-30.0
0,650,Tuna,-9.0,0.0,9.0
1,650,Salmon,25.0,-31.0,6.0
2,650,Clown,-210.0,240.0,-30.0
0,651,Tuna,-9.0,0.0,9.0
1,651,Salmon,25.0,-33.0,8.0
2,651,Clown,-210.0,240.0,-30.0
0,652,Tuna,-9.0,0.0,9.0
1,652,Salmon,27.0,-35.0,8.0
2,652,Clown,-210.0,240.0,-30.0
0,653,Tuna,-8.0,-1.0,9.0
1,653,Salmon,27.0,-36.0,9.0
2,653,Clown,-210.0,240.0,-30.0
0,654,Tuna,-8.0,0.0,8.0
1,654,Salmon,27.0,-36.0,9.0
2,654,Clown,-210.0,240.0,-30.0
0,655,Tuna,-7.0,-1.0,8.0
1,655,Salmon,27.0,-36.0,9.0
2,655,Clown,-210.0,240.0,-30.0
0,656,Tuna,-7.0,-1.0,8.0
1,656,Salmon,27.0,-36.0,9.0
2,656,Clown,-210.0,240.0,-30.0
0,657,Tuna,-7.0,-1.0,8.0
1,657,Salmon,27.0,-36.0,9.0
2,657,Clown,-210.0,243.0,-33.0
0,658,Tuna,-7.0,0.0,7.0
1,658,Salmon,28.0,-37.0,9.0
2,658,Clown,-210.0,243.0,-33.0
0,659,Tuna,-7.0,1.0,6.0
1,659,Salmon,27.0,-36.0,9.0
2,659,Clown,-210.0,246.0,-36.0
0,660,Tuna,-6.0,0.0,6.0
1,660,Salmon,27.0,-36.0,9.0
2,660,Clown,-210.0,246.0,-36.0
0,661,Tuna,-6.0,0.0,6.0
1,661,Salmon,27.0,-35.0,8.0
2,661,Clown,-210.0,246.0,-36.0
0,662,Tuna,-6.0,1.0,5.0
1,662,Salmon,28.0,-36.0,8.0
2,662,Clown,-210.0,246.0,-36.0
0,663,Tuna,-6.0,1.0,5.0
1,663,Salmon,29.0,-36.0,7.0
2,663,Clown,-213.0,249.0,-36.0
0,664,Tuna,-6.0,1.0,5.0
1,664,Salmon,29.0,-36.0,7.0
2,664,Clown,-210.0,246.0,-36.0
0,665,Tuna,-6.0,1.0,5.0
1,665,Salmon,30.0,-37.0,7.0
2,665,Clown,-210.0,243.0,-33.0
0,666,Tuna,-6.0,1.0,5.0
1,666,Salmon,31.0,-38.0,7.0
2,666,Clown,-210.0,243.0,-33.0
0,667,Tuna,-6.0,0.0,6.0
1,667,Salmon,30.0,-37.0,7.0
2,667,Clown,-210.0,243.0,-33.0
0,668,Tuna,-6.0,0.0,6.0
1,668,Salmon,30.0,-37.0,7.0
2,668,Clown,-210.0,243.0,-33.0
0,669,Tuna,-7.0,1.0,6.0
1,669,Salmon,30.0,-37.0,7.0
2,669,Clown,-210.0,243.0,-33.0
0,670,Tuna,-7.0,1.0,6.0
1,670,Salmon,30.0,-37.0,7.0
2,670,Clown,-210.0,243.0,-33.0
0,671,Tuna,-7.0,1.0,6.0
1,671,Salmon,30.0,-38.0,8.0
2,671,Clown,-210.0,243.0,-33.0
0,672,Tuna,-8.0,2.0,6.0
1,672,Salmon,31.0,-38.0,7.0
2,672,Clown,-210.0,243.0,-33.0
0,673,Tuna,-7.0,1.0,6.0
1,673,Salmon,32.0,-40.0,8.0
2,673,Clown,-210.0,243.0,-33.0
0,674,Tuna,-7.0,1.0,6.0
1,674,Salmon,34.0,-41.0,7.0
2,674,Clown,-210.0,243.0,-33.0
0,675,Tuna,-7.0,1.0,6.0
1,675,Salmon,34.0,-41.0,7.0
2,675,Clown,-210.0,243.0,-33.0
0,676,Tuna,-7.0,1.0,6.0
1,676,Salmon,33.0,-40.0,7.0
2,676,Clown,-210.0,243.0,-33.0
0,677,Tuna,-7.0,1.0,6.0
1,677,Salmon,33.0,-39.0,6.0
2,677,Clown,-207.0,240.0,-33.0
0,678,Tuna,-6.0,0.0,6.0
1,678,Salmon,33.0,-39.0,6.0
2,678,Clown,-207.0,240.0,-33.0
0,679,Tuna,-6.0,-1.0,7.0
1,679,Salmon,33.0,-39.0,6.0
2,679,Clown,-207.0,243.0,-36.0
0,680,Tuna,-6.0,-1.0,7.0
1,680,Salmon,32.0,-38.0,6.0
2,680,Clown,-207.0,240.0,-33.0
0,681,Tuna,-6.0,-1.0,7.0
1,681,Salmon,32.0,-37.0,5.0
2,681,Clown,-207.0,240.0,-33.0
0,682,Tuna,-6.0,-2.0,8.0
1,682,Salmon,33.0,-38.0,5.0
2,682,Clown,-207.0,240.0,-33.0
0,683,Tuna,-7.0,-1.0,8.0
1,683,Salmon,33.0,-38.0,5.0
2,683,Clown,-210.0,243.0,-33.0
0,684,Tuna,-7.0,-1.0,8.0
1,684,Salmon,33.0,-38.0,5.0
2,684,Clown,-213.0,246.0,-33.0
0,685,Tuna,-8.0,0.0,8.0
1,685,Salmon,33.0,-37.0,4.0
2,685,Clown,-216.0,249.0,-33.0
0,686,Tuna,-8.0,0.0,8.0
1,686,Salmon,33.0,-37.0,4.0
2,686,Clown,-216.0,249.0,-33.0
0,687,Tuna,-8.0,0.0,8.0
1,687,Salmon,34.0,-37.0,3.0
2,687,Clown,-216.0,249.0,-33.0
0,688,Tuna,-8.0,0.0,8.0
1,688,Salmon,35.0,-38.0,3.0
2,688,Clown,-216.0,249.0,-33.0
0,689,Tuna,-7.0,-1.0,8.0
1,689,Salmon,35.0,-38.0,3.0
2,689,Clown,-216.0,246.0,-30.0
0,690,Tuna,-7.0,-1.0,8.0
1,690,Salmon,35.0,-38.0,3.0
2,690,Clown,-216.0,246.0,-30.0
0,691,Tuna,-7.0,-1.0,8.0
1,691,Salmon,35.0,-38.0,3.0
2,691,Clown,-219.0,249.0,-30.0
0,692,Tuna,-6.0,-1.0,7.0
1,692,Salmon,35.0,-38.0,3.0
2,692,Clown,-219.0,249.0,-30.0
0,693,Tuna,-5.0,-2.0,7.0
1,693,Salmon,35.0,-38.0,3.0
2,693,Clown,-219.0,249.0,-30.0
0,694,Tuna,-5.0,-2.0,7.0
1,694,Salmon,37.0,-40.0,3.0
2,694,Clown,-219.0,249.0,-30.0
0,695,Tuna,-5.0,-2.0,7.0
1,695,Salmon,37.0,-40.0,3.0
2,695,Clown,-219.0,249.0,-30.0
0,696,Tuna,-4.0,-3.0,7.0
1,696,Salmon,37.0,-39.0,2.0
2,696,Clown,-219.0,249.0,-30.0
0,697,Tuna,-4.0,-3.0,7.0
1,697,Salmon,37.0,-39.0,2.0
2,697,Clown,-219.0,249.0,-30.0
0,698,Tuna,-5.0,-2.0,7.0
1,698,Salmon,39.0,-41.0,2.0
2,698,Clown,-219.0,249.0,-30.0
0,699,Tuna,-5.0,-2.0,7.0
1,699,Salmon,40.0,-43.0,3.0
2,699,Clown,-219.0,249.0,-30.0
0,700,Tuna,-6.0,-1.0,7.0
1,700,Salmon,40.0,-43.0,3.0
2,700,Clown,-219.0,249.0,-30.0
0,701,Tuna,-6.0,-1.0,7.0
1,701,Salmon,40.0,-43.0,3.0
2,701,Clown,-219.0,249.0,-30.0
0,702,Tuna,-6.0,-1.0,7.0
1,702,Salmon,40.0,-42.0,2.0
2,702,Clown,-219.0,249.0,-30.0
0,703,Tuna,-6.0,-1.0,7.0
1,703,Salmon,40.0,-42.0,2.0
2,703,Clown,-219.0,249.0,-30.0
0,704,Tuna,-8.0,1.0,7.0
1,704,Salmon,40.0,-42.0,2.0
2,704,Clown,-219.0,249.0,-30.0
0,705,Tuna,-8.0,1.0,7.0
1,705,Salmon,40.0,-43.0,3.0
2,705,Clown,-219.0,249.0,-30.0
0,706,Tuna,-8.0,1.0,7.0
1,706,Salmon,40.0,-43.0,3.0
2,706,Clown,-219.0,249.0,-30.0
0,707,Tuna,-8.0,1.0,7.0
1,707,Salmon,39.0,-42.0,3.0
2,707,Clown,-216.0,246.0,-30.0
0,708,Tuna,-8.0,1.0,7.0
1,708,Salmon,39.0,-43.0,4.0
2,708,Clown,-219.0,249.0,-30.0
0,709,Tuna,-9.0,2.0,7.0
1,709,Salmon,40.0,-44.0,4.0
2,709,Clown,-219.0,249.0,-30.0
0,710,Tuna,-9.0,2.0,7.0
1,710,Salmon,42.0,-46.0,4.0
2,710,Clown,-219.0,252.0,-33.0
0,711,Tuna,-9.0,3.0,6.0
1,711,Salmon,43.0,-48.0,5.0
2,711,Clown,-216.0,249.0,-33.0
0,712,Tuna,-9.0,3.0,6.0
1,712,Salmon,43.0,-48.0,5.0
2,712,Clown,-216.0,249.0,-33.0
0,713,Tuna,-9.0,3.0,6.0
1,713,Salmon,43.0,-49.0,6.0
2,713,Clown,-213.0,246.0,-33.0
0,714,Tuna,-8.0,2.0,6.0
1,714,Salmon,43.0,-48.0,5.0
2,714,Clown,-213.0,246.0,-33.0
0,715,Tuna,-6.0,0.0,6.0
1,715,Salmon,43.0,-48.0,5.0
2,715,Clown,-213.0,246.0,-33.0
0,716,Tuna,-6.0,0.0,6.0
1,716,Salmon,42.0,-47.0,5.0
2,716,Clown,-213.0,246.0,-33.0
0,717,Tuna,-6.0,0.0,6.0
1,717,Salmon,43.0,-48.0,5.0
2,717,Clown,-213.0,246.0,-33.0
0,718,Tuna,-6.0,0.0,6.0
1,718,Salmon,43.0,-48.0,5.0
2,718,Clown,-213.0,246.0,-33.0
0,719,Tuna,-6.0,0.0,6.0
1,719,Salmon,42.0,-47.0,5.0
2,719,Clown,-213.0,246.0,-33.0
0,720,Tuna,-6.0,0.0,6.0
1,720,Salmon,42.0,-45.0,3.0
2,720,Clown,-213.0,246.0,-33.0
0,721,Tuna,-6.0,0.0,6.0
1,721,Salmon,42.0,-46.0,4.0
2,721,Clown,-213.0,246.0,-33.0
0,722,Tuna,-4.0,-2.0,6.0
1,722,Salmon,42.0,-46.0,4.0
2,722,Clown,-213.0,246.0,-33.0
0,723,Tuna,-5.0,-1.0,6.0
1,723,Salmon,43.0,-47.0,4.0
2,723,Clown,-213.0,249.0,-36.0
0,724,Tuna,-5.0,-1.0,6.0
1,724,Salmon,43.0,-46.0,3.0
2,724,Clown,-213.0,249.0,-36.0
0,725,Tuna,-4.0,-2.0,6.0
1,725,Salmon,43.0,-45.0,2.0
2,725,Clown,-213.0,249.0,-36.0
0,726,Tuna,-3.0,-3.0,6.0
1,726,Salmon,43.0,-45.0,2.0
2,726,Clown,-213.0,249.0,-36.0
0,727,Tuna,-3.0,-3.0,6.0
1,727,Salmon,43.0,-45.0,2.0
2,727,Clown,-213.0,249.0,-36.0
0,728,Tuna,-3.0,-3.0,6.0
1,728,Salmon,43.0,-45.0,2.0
2,728,Clown,-213.0,249.0,-36.0
0,729,Tuna,-3.0,-3.0,6.0
1,729,Salmon,43.0,-46.0,3.0
2,729,Clown,-216.0,252.0,-36.0
0,730,Tuna,-3.0,-3.0,6.0
1,730,Salmon,43.0,-45.0,2.0
2,730,Clown,-219.0,255.0,-36.0
0,731,Tuna,-3.0,-3.0,6.0
1,731,Salmon,45.0,-47.0,2.0
2,731,Clown,-219.0,255.0,-36.0
0,732,Tuna,-4.0,-1.0,5.0
1,732,Salmon,45.0,-47.0,2.0
2,732,Clown,-219.0,255.0,-36.0
0,733,Tuna,-4.0,0.0,4.0
1,733,Salmon,45.0,-48.0,3.0
2,733,Clown,-219.0,255.0,-36.0
0,734,Tuna,-4.0,0.0,4.0
1,734,Salmon,46.0,-49.0,3.0
2,734,Clown,-219.0,255.0,-36.0
0,735,Tuna,-4.0,0.0,4.0
1,735,Salmon,46.0,-49.0,3.0
2,735,Clown,-219.0,255.0,-36.0
0,736,Tuna,-3.0,-1.0,4.0
1,736,Salmon,46.0,-49.0,3.0
2,736,Clown,-219.0,255.0,-36.0
0,737,Tuna,-3.0,-1.0,4.0
1,737,Salmon,47.0,-50.0,3.0
2,737,Clown,-219.0,255.0,-36.0
0,738,Tuna,-2.0,-2.0,4.0
1,738,Salmon,46.0,-48.0,2.0
2,738,Clown,-219.0,258.0,-39.0
0,739,Tuna,-1.0,-3.0,4.0
1,739,Salmon,46.0,-48.0,2.0
2,739,Clown,-219.0,258.0,-39.0
0,740,Tuna,-1.0,-3.0,4.0
1,740,Salmon,46.0,-48.0,2.0
2,740,Clown,-219.0,258.0,-39.0
0,741,Tuna,-1.0,-3.0,4.0
1,741,Salmon,46.0,-47.0,1.0
2,741,Clown,-222.0,261.0,-39.0
0,742,Tuna,0.0,-4.0,4.0
1,742,Salmon,47.0,-47.0,0.0
2,742,Clown,-222.0,261.0,-39.0
0,743,Tuna,2.0,-6.0,4.0
1,743,Salmon,47.0,-46.0,-1.0
2,743,Clown,-222.0,261.0,-39.0
0,744,Tuna,2.0,-6.0,4.0
1,744,Salmon,47.0,-46.0,-1.0
2,744,Clown,-222.0,258.0,-36.0
0,745,Tuna,3.0,-7.0,4.0
1,745,Salmon,46.0,-44.0,-2.0
2,745,Clown,-222.0,258.0,-36.0
0,746,Tuna,3.0,-7.0,4.0
1,746,Salmon,45.0,-43.0,-2.0
2,746,Clown,-222.0,258.0,-36.0
0,747,Tuna,2.0,-6.0,4.0
1,747,Salmon,46.0,-44.0,-2.0
2,747,Clown,-222.0,258.0,-36.0
0,748,Tuna,2.0,-6.0,4.0
1,748,Salmon,46.0,-44.0,-2.0
2,748,Clown,-222.0,258.0,-36.0
0,749,Tuna,2.0,-5.0,3.0
1,749,Salmon,46.0,-44.0,-2.0
2,749,Clown,-222.0,258.0,-36.0
0,750,Tuna,2.0,-5.0,3.0
1,750,Salmon,46.0,-43.0,-3.0
2,750,Clown,-219.0,255.0,-36.0
0,751,Tuna,1.0,-4.0,3.0
1,751,Salmon,46.0,-43.0,-3.0
2,751,Clown,-219.0,255.0,-36.0
0,752,Tuna,1.0,-4.0,3.0
1,752,Salmon,47.0,-43.0,-4.0
2,752,Clown,-222.0,255.0,-33.0
0,753,Tuna,1.0,-4.0,3.0
1,753,Salmon,46.0,-42.0,-4.0
2,753,Clown,-222.0,255.0,-33.0
0,754,Tuna,1.0,-4.0,3.0
1,754,Salmon,45.0,-41.0,-4.0
2,754,Clown,-225.0,258.0,-33.0
0,755,Tuna,2.0,-5.0,3.0
1,755,Salmon,46.0,-41.0,-5.0
2,755,Clown,-225.0,258.0,-33.0
0,756,Tuna,1.0,-4.0,3.0
1,756,Salmon,47.0,-42.0,-5.0
2,756,Clown,-225.0,255.0,-30.0
0,757,Tuna,1.0,-4.0,3.0
1,757,Salmon,48.0,-43.0,-5.0
2,757,Clown,-225.0,258.0,-33.0
0,758,Tuna,2.0,-5.0,3.0
1,758,Salmon,48.0,-43.0,-5.0
2,758,Clown,-225.0,258.0,-33.0
0,759,Tuna,1.0,-4.0,3.0
1,759,Salmon,49.0,-44.0,-5.0
2,759,Clown,-225.0,258.0,-33.0
0,760,Tuna,1.0,-4.0,3.0
1,760,Salmon,50.0,-45.0,-5.0
2,760,Clown,-222.0,255.0,-33.0
0,761,Tuna,2.0,-5.0,3.0
1,761,Salmon,51.0,-45.0,-6.0
2,761,Clown,-222.0,255.0,-33.0
0,762,Tuna,2.0,-5.0,3.0
1,762,Salmon,54.0,-48.0,-6.0
2,762,Clown,-222.0,255.0,-33.0
0,763,Tuna,2.0,-5.0,3.0
1,763,Salmon,54.0,-48.0,-6.0
2,763,Clown,-222.0,255.0,-33.0
0,764,Tuna,2.0,-5.0,3.0
1,764,Salmon,54.0,-48.0,-6.0
2,764,Clown,-222.0,255.0,-33.0
0,765,Tuna,2.0,-5.0,3.0
1,765,Salmon,54.0,-48.0,-6.0
2,765,Clown,-222.0,255.0,-33.0
0,766,Tuna,2.0,-5.0,3.0
1,766,Salmon,54.0,-49.0,-5.0
2,766,Clown,-222.0,255.0,-33.0
0,767,Tuna,2.0,-5.0,3.0
1,767,Salmon,55.0,-50.0,-5.0
2,767,Clown,-219.0,252.0,-33.0
0,768,Tuna,4.0,-6.0,2.0
1,768,Salmon,55.0,-50.0,-5.0
2,768,Clown,-219.0,252.0,-33.0
0,769,Tuna,4.0,-6.0,2.0
1,769,Salmon,56.0,-51.0,-5.0
2,769,Clown,-219.0,249.0,-30.0
0,770,Tuna,3.0,-5.0,2.0
1,770,Salmon,56.0,-51.0,-5.0
2,770,Clown,-219.0,252.0,-33.0
0,771,Tuna,3.0,-5.0,2.0
1,771,Salmon,54.0,-50.0,-4.0
2,771,Clown,-219.0,252.0,-33.0
0,772,Tuna,3.0,-5.0,2.0
1,772,Salmon,53.0,-49.0,-4.0
2,772,Clown,-219.0,252.0,-33.0
0,773,Tuna,4.0,-6.0,2.0
1,773,Salmon,53.0,-49.0,-4.0
2,773,Clown,-219.0,252.0,-33.0
0,774,Tuna,4.0,-6.0,2.0
1,774,Salmon,53.0,-49.0,-4.0
2,774,Clown,-219.0,252.0,-33.0
0,775,Tuna,3.0,-5.0,2.0
1,775,Salmon,53.0,-49.0,-4.0
2,775,Clown,-219.0,252.0,-33.0
0,776,Tuna,3.0,-5.0,2.0
1,776,Salmon,52.0,-48.0,-4.0
2,776,Clown,-222.0,258.0,-36.0
0,777,Tuna,3.0,-5.0,2.0
1,777,Salmon,50.0,-46.0,-4.0
2,777,Clown,-222.0,258.0,-36.0
0,778,Tuna,3.0,-4.0,1.0
1,778,Salmon,50.0,-46.0,-4.0
2,778,Clown,-222.0,258.0,-36.0
0,779,Tuna,4.0,-5.0,1.0
1,779,Salmon,51.0,-48.0,-3.0
2,779,Clown,-222.0,258.0,-36.0
0,780,Tuna,4.0,-5.0,1.0
1,780,Salmon,51.0,-48.0,-3.0
2,780,Clown,-222.0,258.0,-36.0
0,781,Tuna,4.0,-5.0,1.0
1,781,Salmon,51.0,-48.0,-3.0
2,781,Clown,-222.0,258.0,-36.0
0,782,Tuna,4.0,-5.0,1.0
1,782,Salmon,50.0,-46.0,-4.0
2,782,Clown,-222.0,255.0,-33.0
0,783,Tuna,5.0,-6.0,1.0
1,783,Salmon,50.0,-46.0,-4.0
2,783,Clown,-222.0,255.0,-33.0
0,784,Tuna,5.0,-6.0,1.0
1,784,Salmon,52.0,-48.0,-4.0
2,784,Clown,-222.0,255.0,-33.0
0,785,Tuna,6.0,-7.0,1.0
1,785,Salmon,50.0,-46.0,-4.0
2,785,Clown,-225.0,258.0,-33.0
0,786,Tuna,6.0,-7.0,1.0
1,786,Salmon,49.0,-44.0,-5.0
2,786,Clown,-225.0,258.0,-33.0
0,787,Tuna,6.0,-7.0,1.0
1,787,Salmon,50.0,-45.0,-5.0
2,787,Clown,-228.0,261.0,-33.0
0,788,Tuna,6.0,-7.0,1.0
1,788,Salmon,50.0,-45.0,-5.0
2,788,Clown,-228.0,261.0,-33.0
0,789,Tuna,7.0,-9.0,2.0
1,789,Salmon,49.0,-44.0,-5.0
2,789,Clown,-228.0,261.0,-33.0
0,790,Tuna,7.0,-9.0,2.0
1,790,Salmon,49.0,-45.0,-4.0
2,790,Clown,-225.0,258.0,-33.0
0,791,Tuna,7.0,-9.0,2.0
1,791,Salmon,49.0,-46.0,-3.0
2,791,Clown,-225.0,258.0,-33.0
0,792,Tuna,7.0,-9.0,2.0
1,792,Salmon,49.0,-46.0,-3.0
2,792,Clown,-225.0,258.0,-33.0
0,793,Tuna,7.0,-9.0,2.0
1,793,Salmon,49.0,-47.0,-2.0
2,793,Clown,-225.0,258.0,-33.0
0,794,Tuna,7.0,-9.0,2.0
1,794,Salmon,49.0,-47.0,-2.0
2,794,Clown,-225.0,258.0,-33.0
0,795,Tuna,7.0,-9.0,2.0
1,795,Salmon,48.0,-45.0,-3.0
2,795,Clown,-225.0,258.0,-33.0
0,796,Tuna,7.0,-9.0,2.0
1,796,Salmon,48.0,-45.0,-3.0
2,796,Clown,-225.0,255.0,-30.0
0,797,Tuna,7.0,-9.0,2.0
1,797,Salmon,47.0,-44.0,-3.0
2,797,Clown,-225.0,255.0,-30.0
0,798,Tuna,7.0,-9.0,2.0
1,798,Salmon,46.0,-43.0,-3.0
2,798,Clown,-228.0,258.0,-30.0
0,799,Tuna,7.0,-9.0,2.0
1,799,Salmon,47.0,-44.0,-3.0
2,799,Clown,-228.0,258.0,-30.0
0,800,Tuna,7.0,-9.0,2.0
1,800,Salmon,48.0,-46.0,-2.0
2,800,Clown,-228.0,258.0,-30.0
0,801,Tuna,7.0,-9.0,2.0
1,801,Salmon,50.0,-48.0,-2.0
2,801,Clown,-228.0,258.0,-30.0
0,802,Tuna,7.0,-9.0,2.0
1,802,Salmon,51.0,-49.0,-2.0
2,802,Clown,-228.0,258.0,-30.0
0,803,Tuna,7.0,-9.0,2.0
1,803,Salmon,51.0,-50.0,-1.0
2,803,Clown,-228.0,258.0,-30.0
0,804,Tuna,7.0,-9.0,2.0
1,804,Salmon,51.0,-49.0,-2.0
2,804,Clown,-228.0,258.0,-30.0
0,805,Tuna,7.0,-9.0,2.0
1,805,Salmon,51.0,-50.0,-1.0
2,805,Clown,-228.0,258.0,-30.0
0,806,Tuna,8.0,-10.0,2.0
1,806,Salmon,50.0,-49.0,-1.0
2,806,Clown,-231.0,261.0,-30.0
0,807,Tuna,8.0,-10.0,2.0
1,807,Salmon,50.0,-49.0,-1.0
2,807,Clown,-228.0,258.0,-30.0
0,808,Tuna,10.0,-12.0,2.0
1,808,Salmon,48.0,-49.0,1.0
